index,Nfeval,J,Jf,J_length,Lengths,J_CC,J_LENGTH_PENALTY,J_CURVATURE,J_MSC,J_ALS,curvatures,msc,B.n,gradJcoils,C-C-Sep,Jquasisymmetry,Jwell,Jiota,Jaspect
70,71,0.011133539424882889,1.0493548374744737e-05,2.040039465125459e-07,20.40039465125459,3.791852259484412e-08,3.0292060645888775e-09,3.963790136063817e-08,9.644529219711406e-08,3.977484869505312e-09,12.017006830541936,16.018501339539696,0.0013997496636837048,6.0456548449478946e-05,0.14820165439688043,0.010015011860732314,0.0011070812233048744,1.6715891793720726e-06,1.4353348009394993e-05
71,72,0.011133395845102041,1.049310298854571e-05,2.0400335302531915e-07,20.400335302531914,3.6256283907367466e-08,2.7371339187963138e-09,4.048615017386259e-08,9.724416286086977e-08,3.976633024866298e-09,12.014752191766046,16.018119066001447,0.0013998432575340466,3.5625706628433825e-05,0.14825009179144283,0.010015116083813558,0.0011076603497774868,1.6639668186704617e-06,1.4257085858648037e-05
72,73,0.011133259493097417,1.0489485690861592e-05,2.040030045993521e-07,20.40030045993521,3.397937984236994e-08,2.5711165408899525e-09,4.234383273768769e-08,9.897999660308528e-08,3.975059610303365e-09,12.018059876287815,16.018121818179445,0.0013998563558652818,3.8889231917479124e-05,0.14828754987500464,0.010015372244456845,0.0011073208328832023,1.655258894082249e-06,1.4198357581286448e-05
73,74,0.011133141419101211,1.0477217183650426e-05,2.040031196948454e-07,20.40031196948454,3.4878351078634316e-08,2.516773863005816e-09,4.476222307544118e-08,1.0013576352654074e-07,3.9724092065992234e-09,12.028598632328924,16.018258746619516,0.0013991777984799785,3.694352242550261e-05,0.14830674315769252,0.010016067740945742,0.0011053557577783795,1.6455497465627585e-06,1.4266839200962831e-05
74,75,0.011133121805060231,1.0463533317215375e-05,2.0400339186540178e-07,20.400339186540176,3.6329850039896734e-08,2.485754550175388e-09,4.801655699912274e-08,1.008894979399042e-07,3.970118167835527e-09,12.019579158109988,16.0179068664918,0.0013983787846516109,3.544109576124874e-05,0.14832061282742243,0.010016886048415068,0.0011031073553593141,1.6362476347696956e-06,1.4347443436465033e-05
75,76,0.011133085828196745,1.0462286368369558e-05,2.0400341136837888e-07,20.400341136837888,3.61708977372215e-08,2.481121179718203e-09,4.7616615865569524e-08,1.0083617014964666e-07,3.969660557484807e-09,12.01980789354732,16.017869695003466,0.0013982744696454357,3.397489680284066e-05,0.1483226664665299,0.01001700095919894,0.0011027524994138642,1.6390447896604388e-06,1.4354962634204777e-05
76,77,0.011133021637131618,1.0461009200472087e-05,2.0400339123650395e-07,20.400339123650394,3.629641383589181e-08,2.4663112205678678e-09,4.6786351029013885e-08,1.000592986506512e-07,3.968730911683432e-09,12.019242510314992,16.01776133437981,0.0013980651834202332,3.139687565471396e-05,0.14832360636172223,0.010017133652338781,0.0011022670994071942,1.645495589576241e-06,1.4370932252621416e-05
77,78,0.011132920103870948,1.0460770061452477e-05,2.0400324276284013e-07,20.400324276284014,3.538016710695551e-08,2.4404956560159525e-09,4.5419935141544395e-08,9.914815501111405e-08,3.966444239016572e-09,12.019355275725424,16.017600641216074,0.0013979559857473433,2.5729654734402495e-05,0.14833721591999094,0.01001730141441596,0.0011019007938449263,1.6560974056785993e-06,1.4341509685142889e-05
78,79,0.011132787597777697,1.0457384447497474e-05,2.0400329214206498e-07,20.400329214206497,3.4756921518983144e-08,2.3924807242383956e-09,4.356000860870623e-08,9.92245488496153e-08,3.961413502673348e-09,12.020170015108356,16.0180710456127,0.001397617229053898,2.6688801887760274e-05,0.14834929059558374,0.010017885324516595,0.0011012842604305392,1.6520462710939934e-06,1.4249640615952941e-05
79,80,0.011132714479406025,1.0455656126388043e-05,2.040034537248625e-07,20.40034537248625,3.480283732215325e-08,2.713865415020699e-09,4.0386600277610444e-08,9.821033005091198e-08,3.952936644312312e-09,12.019778780799243,16.018619555885163,0.0013975505292173867,3.660616965750005e-05,0.14838959614629327,0.010018219548060793,0.0011005687394446885,1.6781741533569029e-06,1.4135868493814344e-05
80,81,0.011132622963643903,1.0452529590953777e-05,2.0400343072621447e-07,20.400343072621446,3.572669318156225e-08,2.690687576348145e-09,4.009054895079567e-08,9.809952817430934e-08,3.9481065958263825e-09,12.020688827460498,16.018504462776292,0.0013972613372669565,3.272986458931998e-05,0.14838416094678597,0.010018348179839156,0.001099963246895878,1.680412454608882e-06,1.415661130241541e-05
81,82,0.011132556590258715,1.0453926534890604e-05,2.040028836403701e-07,20.40028836403701,3.5383156596534676e-08,2.4643924669446103e-09,4.0491779279868535e-08,9.739402784851249e-08,3.941784669285717e-09,12.022372347626114,16.017731154913285,0.0013971742170619133,2.4744917452319938e-05,0.14839003716541335,0.01001831322189459,0.0011003622802688482,1.6662856821865973e-06,1.4214234070021395e-05
82,83,0.011132496978004334,1.0453916356923543e-05,2.0400272251942842e-07,20.40027225194284,3.605792937639884e-08,2.44656412758996e-09,4.1385934904735257e-08,9.71940842696774e-08,3.9366856189022076e-09,12.022633316331323,16.017351071584542,0.0013969980543507505,2.2320032236844802e-05,0.14839417929508017,0.010017990777149953,0.0011003679996149287,1.6765285254006157e-06,1.4240556388221695e-05
83,84,0.011132433395160289,1.045517687576859e-05,2.0400288617337058e-07,20.400288617337058,3.560298435633365e-08,2.5845440625768535e-09,4.147607041495241e-08,9.726819442538405e-08,3.931545586290131e-09,12.023519914672498,16.017732470474602,0.0013971131598978282,2.1108184037786328e-05,0.14842709145329933,0.010017919466298356,0.0011006244004390599,1.6664734835955596e-06,1.4238038505835447e-05
84,85,0.011132354001168715,1.0457194109058005e-05,2.0400310176344604e-07,20.400310176344604,3.493391211483541e-08,2.7224266245332293e-09,4.145061920383047e-08,9.772225838112593e-08,3.9253757415213866e-09,12.023384139487753,16.01817414279318,0.0013974406969961418,2.699377745092997e-05,0.14844818067314233,0.010017775543866372,0.0011011683879438698,1.6573129740022176e-06,1.4202684847748768e-05
85,86,0.01113227396293488,1.0455175762454496e-05,2.0400333190280577e-07,20.400333190280577,3.577328561876256e-08,2.9131540380197766e-09,4.233284236707816e-08,9.964343975951742e-08,3.916284056666133e-09,12.02454508710862,16.018574005133335,0.0013972499504595719,2.930518250833333e-05,0.14842351362540596,0.0100175441503498,0.0011015001045506922,1.6509440775170667e-06,1.4236190195830853e-05
86,87,0.011132271572448406,1.0452969185510707e-05,2.0400362856081663e-07,20.400362856081664,3.586841386683894e-08,3.2071928117431507e-09,4.3074408594694404e-08,1.0065089956570031e-07,3.905692585839468e-09,12.024844353584587,16.01881399001204,0.0013971931419303086,6.966973814153283e-05,0.1484367699317585,0.010017442805539043,0.0011013783973657255,1.660332792610039e-06,1.4248066092243333e-05
87,88,0.01113222990321927,1.0454027840735746e-05,2.0400345183480986e-07,20.400345183480987,3.581866757069518e-08,3.0332147399848296e-09,4.241496347487991e-08,1.0008415684451483e-07,3.9111190149249126e-09,12.024017989941328,16.018656459772615,0.001397217026166968,3.896806620882937e-05,0.148429935963933,0.010017494820449533,0.00110144111599481,1.655490972688175e-06,1.4241943522730213e-05
88,89,0.011132171042898563,1.0451294366266451e-05,2.04003430359339e-07,20.4003430359339,3.581536872987085e-08,3.1019255723634736e-09,4.2776246057292175e-08,1.0073066116094753e-07,3.907233383347804e-09,12.0229332983467,16.018412236230517,0.001397040859873104,2.9108617442366993e-05,0.14842627904880326,0.010017490875862772,0.0011012152833444315,1.6699586745464668e-06,1.4208380475770386e-05
89,90,0.011132117355891726,1.0446957116747931e-05,2.0400388481920792e-07,20.400388481920793,3.650143081766055e-08,3.2082080931801744e-09,4.3219543896386754e-08,1.0045221817096634e-07,3.898135917502368e-09,12.024026493315588,16.01865914220611,0.0013965278659917092,4.593063777328824e-05,0.14841601488584732,0.010017769602125354,0.0011004343602637116,1.676604909204988e-06,1.4147464419810651e-05
90,91,0.011132043638255665,1.0445265058696596e-05,2.040036896852193e-07,20.40036896852193,3.683781334306016e-08,2.982844830028017e-09,4.326903295487856e-08,9.970109559765659e-08,3.890431688577214e-09,12.02314272768363,16.01820752475176,0.001396264457200389,2.9824261432883945e-05,0.1484154234716293,0.010017964113394642,0.001100158343138412,1.6725563960026731e-06,1.414800739026503e-05
91,92,0.011131952903180838,1.0444621981919723e-05,2.0400363858175225e-07,20.400363858175226,3.581485296792741e-08,2.9497709247396864e-09,4.3338267570265464e-08,1.0029479439444653e-07,3.875321385357314e-09,12.023305226223775,16.018424382417912,0.0013961069262199196,2.9558670099743503e-05,0.14842689523493782,0.010017854186817539,0.001100182578475103,1.679188421142561e-06,1.4204501516057634e-05
92,93,0.011131867040351354,1.044778309016525e-05,2.040030173837495e-07,20.40030173837495,3.508549128788814e-08,2.7534299690564294e-09,4.3085059838230714e-08,9.950485822493229e-08,3.854558340522137e-09,12.02319526476141,16.017767018558867,0.001396086467933918,2.4326899640591465e-05,0.14842774806303677,0.010017721461612675,0.0011011634132396283,1.676217517943949e-06,1.4161908872389003e-05
93,94,0.01113179719154063,1.0440371565190406e-05,2.0400366571942869e-07,20.400366571942868,3.4807431714928766e-08,2.68763822689944e-09,4.4248605370669576e-08,9.930892531049965e-08,3.832166869804808e-09,12.025301761107318,16.018006505149454,0.001395421846757339,4.6516807116792685e-05,0.14845348037227385,0.010018380890436928,0.0011004231443280186,1.6638532815691495e-06,1.4234985134721399e-05
94,95,0.011131710768423897,1.0439993798107036e-05,2.0400330568205681e-07,20.400330568205682,3.5475888047101024e-08,2.486355341750289e-09,4.343711785102632e-08,9.875403305017519e-08,3.8245482768215665e-09,12.022295555736395,16.017321270492623,0.0013954313326686363,2.5285769718639184e-05,0.14845832340582601,0.010018500096990832,0.0011004193025844432,1.6481042069148468e-06,1.4314579556094066e-05
95,96,0.011131614725845831,1.044066735866819e-05,2.040038789732969e-07,20.40038789732969,3.6007021569683314e-08,2.8570405337107707e-09,4.281047195281171e-08,9.832546202585944e-08,3.804167949303121e-09,12.023079362262155,16.017979911106934,0.0013953613613320367,4.554501125346304e-05,0.14847504132219017,0.010018527086401264,0.0011011118148219793,1.632690383150522e-06,1.4293612240704477e-05
96,97,0.01113149994029572,1.044505957813489e-05,2.0400362658661852e-07,20.40036265866185,3.5007989490152924e-08,3.068416607330924e-09,4.293986265937648e-08,9.899450044663254e-08,3.786512490886412e-09,12.021073780132912,16.018228484837646,0.0013955740779856875,3.257006280080285e-05,0.14846821844063934,0.010017980389130671,0.0011028824172572816,1.646701557648527e-06,1.4145138195976699e-05
97,98,0.011131340678996727,1.0447049789868053e-05,2.0400350533412166e-07,20.400350533412166,3.499529795981332e-08,3.2776928905683818e-09,4.207348218303097e-08,9.837409311439145e-08,3.76271318994636e-09,12.022830250135167,16.01836347919161,0.0013956096058221773,2.8993005287351084e-05,0.14844427750678957,0.010017688219709022,0.0011034787339744463,1.6523584293615464e-06,1.4151488859038449e-05
98,99,0.011131192878590537,1.0447005305959016e-05,2.0400445159389633e-07,20.400445159389633,3.358136927527892e-08,4.462468421122432e-09,4.1219409111860284e-08,9.833883799455302e-08,3.7237931566009366e-09,12.0210577997906,16.01880410645758,0.0013954812416530034,8.728402074944922e-05,0.14845490828312766,0.010017163971536997,0.001103442474570438,1.6828495510963825e-06,1.4339227307040355e-05
99,100,0.011130997831742845,1.0445499357588993e-05,2.0400367904992397e-07,20.400367904992397,3.3367267820632663e-08,3.953454667817678e-09,4.292108285680584e-08,9.78441695316886e-08,3.705351639208569e-09,12.022336160023496,16.01835345686057,0.001395314762573067,4.9486504957341044e-05,0.14847580130347787,0.010016815855150348,0.0011034579503120504,1.7009688500171518e-06,1.4413386940723726e-05
100,101,0.011130769997629058,1.044387372266778e-05,2.040037624795042e-07,20.40037624795042,3.368125585680807e-08,3.968622637647642e-09,4.353482700866006e-08,9.858801422069235e-08,3.673816708116199e-09,12.023362728152524,16.019139556343035,0.0013950393269288588,7.210445701527915e-05,0.148485360357204,0.010016542795938848,0.0011036011092297358,1.7085634375171209e-06,1.4376546827877422e-05
101,102,0.01113058476669065,1.0438922676062424e-05,2.0400188537735372e-07,20.40018853773537,3.205859826854008e-08,2.5776026251465693e-09,4.315557677742445e-08,9.876979499096444e-08,3.6586862730827318e-09,12.02322579258657,16.016990771737984,0.001394739196914559,4.9640677273074163e-05,0.14857686940700326,0.010017223953553691,0.0011013587081366476,1.7048078849569543e-06,1.4364120877186478e-05
102,103,0.011130398894031786,1.0424878176076763e-05,2.0400390128158815e-07,20.400390128158815,3.154121667077001e-08,3.9091003857077684e-09,4.423249725242121e-08,9.890032745352493e-08,3.627937209844987e-09,12.021469938849735,16.018729139604254,0.0013936145978513468,8.173039645844652e-05,0.14860384223762352,0.010018248048021816,0.0010985966971680044,1.6967952413392394e-06,1.4436371684499371e-05
103,104,0.01113023078556749,1.0418541687842763e-05,2.0400412357142145e-07,20.400412357142145,3.3324347260797966e-08,4.061498036844499e-09,4.425281641010347e-08,9.660423067202559e-08,3.612735580694192e-09,12.02213164410481,16.01848485916735,0.0013933835849711247,7.751741939331402e-05,0.1485882975499017,0.01001894462498559,0.0010976541131768112,1.6905610203655769e-06,1.4301679998832219e-05
104,105,0.011130116496819031,1.0425779997354907e-05,2.0400233448922762e-07,20.400233448922762,3.2962189346899556e-08,2.5048355639010382e-09,4.3393858707193676e-08,9.351433523592228e-08,3.6080767213033286e-09,12.020936929490775,16.01702133013472,0.0013943370653420578,3.412708402090158e-05,0.14858859772061972,0.010019028421528268,0.0010983122457866956,1.6684774542854503e-06,1.4187545678057937e-05
105,106,0.011129955191024075,1.0431397612871292e-05,2.040033776656197e-07,20.400337766561968,3.113350367126223e-08,3.6108277393920676e-09,4.278021809692581e-08,9.343485842477513e-08,3.590845175045852e-09,12.022752372492933,16.017392968337962,0.0013944384563399788,4.707918691730377e-05,0.14861646781176224,0.010018763066727493,0.0011001483465063343,1.6574252541299994e-06,1.3981831908307799e-05
106,107,0.011129774093515246,1.0438023042695995e-05,2.0400405105304102e-07,20.400405105304102,2.9406548836272546e-08,4.35385949100898e-09,4.4155020143556084e-08,9.620457894174816e-08,3.573652829228105e-09,12.023597514543615,16.017733079193853,0.0013946251540899463,6.216949611254655e-05,0.1486422600315181,0.010017719106896097,0.0011028460503013933,1.6514509522073748e-06,1.3925766980974245e-05
107,108,0.01112969285405684,1.0443852035802743e-05,2.0400542624950567e-07,20.400542624950567,2.8870761756737436e-08,5.722052995462449e-09,4.3879634347987e-08,9.891316024732028e-08,3.555890336421799e-09,12.021644387887411,16.018659580642158,0.0013947798734437072,0.00010469016487694753,0.14866124170006828,0.01001661497783687,0.0011053517648186215,1.6521817721321697e-06,1.403175135869091e-05
108,109,0.011129585021888409,1.0442476067972446e-05,2.0400417811138408e-07,20.400417811138407,2.9387648911952774e-08,3.998138794191957e-09,4.34471547010467e-08,9.937741631276004e-08,3.556792543569557e-09,12.02223269674543,16.017933314312575,0.0013946137050550869,6.06111805787016e-05,0.1486483606986064,0.010016658400825973,0.0011051395877132912,1.65962472302635e-06,1.406131335178262e-05
109,110,0.011129441490812885,1.0435835461558387e-05,2.040039212781514e-07,20.400392127815138,3.128295075241098e-08,3.2945663635335585e-09,4.251106186373006e-08,9.843757210549574e-08,3.551552234985411e-09,12.022279791304477,16.018311423650786,0.0013946104582204728,5.0111893245962774e-05,0.14862685948501342,0.010016894051478912,0.0011032610792589088,1.6770845633657867e-06,1.4240040308145857e-05
110,111,0.011129276486575024,1.0427227940156378e-05,2.040040201565143e-07,20.40040201565143,3.310086327759289e-08,3.5300202760276125e-09,4.2396558388935305e-08,9.599599730781738e-08,3.5430584475830427e-09,12.022664482475893,16.01758558415294,0.001393970089273824,3.9392408089867906e-05,0.148563185144899,0.010017432148035904,0.0011009627001989158,1.6865621387423617e-06,1.435317719542876e-05
111,112,0.011129249688876356,1.0421728625575662e-05,2.0400357445264146e-07,20.400357445264145,3.3830331191835045e-08,2.6272235120210827e-09,4.122958866893154e-08,9.600035570731072e-08,3.532363244012448e-09,12.017890319963877,16.019317662564422,0.0013932694639917174,0.00011718901392666315,0.1484707509432793,0.010018030946655135,0.0010991001587672676,1.6858591447393173e-06,1.441818086293872e-05
112,113,0.0111291794936414,1.0424337732094819e-05,2.040036352018505e-07,20.40036352018505,3.343082946486731e-08,2.862338112036698e-09,4.1826585749053885e-08,9.565553218420766e-08,3.537267326806685e-09,12.020346583712575,16.018228687934226,0.0013936135460977288,4.689632266534715e-05,0.14851807668892517,0.010017721162039691,0.0011000591028997998,1.6862084553433492e-06,1.4384581767668261e-05
113,114,0.011129060987502088,1.0420851596417672e-05,2.0400380329859045e-07,20.400380329859043,3.4355743639761504e-08,2.9539911434436e-09,4.1207611733590955e-08,9.627171174431968e-08,3.530333716874505e-09,12.019801133902341,16.018363791984417,0.001393579735420191,4.741500856817363e-05,0.14847147234756122,0.010018030279295903,0.0010995249947809325,1.668354464979789e-06,1.4382717758638583e-05
114,115,0.0111289304428608,1.0417179746029608e-05,2.040039384241053e-07,20.40039384241053,3.418269842386843e-08,3.285744427773976e-09,4.14968877552012e-08,9.9016680000534e-08,3.5253333398987273e-09,12.01945996441146,16.018836034515015,0.0013927104485371474,5.112383517352512e-05,0.14842847184484423,0.010018137391764097,0.0010997580181626207,1.6637303619327236e-06,1.4239177971202102e-05
115,116,0.011128846160970767,1.0423202788982861e-05,2.0400239919778444e-07,20.400239919778443,3.1400213313933963e-08,2.108488863685852e-09,4.09654051880625e-08,9.82011350686251e-08,3.523792054596396e-09,12.018599782869991,16.017349274306536,0.0013932439036528203,4.943930992760839e-05,0.14844377396801353,0.010018023400739524,0.0010998950112052857,1.6668709165143028e-06,1.4166008004714985e-05
116,117,0.011128756699022361,1.042184058785871e-05,2.0400403334367945e-07,20.400403334367944,3.190789033015137e-08,3.829159164742642e-09,3.973542739205189e-08,9.864029815602781e-08,3.5218184245877452e-09,12.016108931131157,16.01774448443508,0.0013934185886758873,4.3600248263868525e-05,0.14840306498404268,0.010017812825474733,0.0010999661047564214,1.6807125717936563e-06,1.414100820518934e-05
117,118,0.011128643301891658,1.0422775073669413e-05,2.040037766779143e-07,20.40037766779143,3.2987347962593465e-08,3.1118669727538736e-09,4.04471006648803e-08,9.869281039776381e-08,3.5201109192229194e-09,12.015938204962184,16.018099720866033,0.0013937428061338885,3.806320826484303e-05,0.14838700806930236,0.010017593026957889,0.0011010142261512821,1.6761559720966542e-06,1.4086917578292853e-05
118,119,0.01112851639325229,1.0417683270994988e-05,2.040045078497677e-07,20.40045078497677,3.2931112560603517e-08,3.941007263902689e-09,4.055543483736693e-08,9.871335119660878e-08,3.5195109312713354e-09,12.014691509927406,16.018934353794627,0.0013935183194622432,7.369116369330026e-05,0.14837513764970206,0.010017618937642645,0.0011001237197827331,1.6848860418204372e-06,1.4265726721014723e-05
119,120,0.01112841803735513,1.041434929769326e-05,2.0400336936820744e-07,20.400336936820743,3.326182857974228e-08,2.9937437393485115e-09,4.018435117251086e-08,9.815578152353474e-08,3.516615021353475e-09,12.01410518946404,16.018111619257883,0.0013935911431621191,4.494836002741767e-05,0.14838959092281367,0.010017760689943315,0.0010992994077327891,1.6933727818436052e-06,1.4428782385806506e-05
120,121,0.01112828626875316,1.0419959657232618e-05,2.0400353336189896e-07,20.400353336189895,3.304126980875428e-08,2.6745378871357404e-09,3.9597616151484085e-08,9.703272206945275e-08,3.514602592822521e-09,12.013621243693837,16.01797813158727,0.0013941680139837728,4.6152813590701504e-05,0.1484094004009269,0.010017679484073045,0.0011011731167267194,1.6749482283276326e-06,1.4226368745710518e-05
121,122,0.011128196866189197,1.0430244535850031e-05,2.0400439713258778e-07,20.400439713258777,3.112381755842996e-08,3.5961620544140636e-09,3.881983088516167e-08,9.564125574188155e-08,3.515289492171938e-09,12.014247065579385,16.018924070746575,0.0013952120402087418,8.857952334965106e-05,0.14842523715952938,0.010017156703017697,0.0011039101778671646,1.659089280414936e-06,1.410627044504387e-05
122,123,0.011128093619401863,1.0430515425381058e-05,2.0400368423118806e-07,20.400368423118806,2.989490931405329e-08,3.023900495423533e-09,3.900191122471852e-08,9.505346379037662e-08,3.5131116400053013e-09,12.015036591271368,16.017909230551666,0.001394922901694169,5.001340859289861e-05,0.14845353230790112,0.010017343340755845,0.0011039005802451248,1.650739933374214e-06,1.4093549868538125e-05
123,124,0.0111280012420721,1.0426449312247921e-05,2.0400414710408154e-07,20.400414710408153,2.9432600056867206e-08,3.4019059969286046e-09,3.891945112360325e-08,9.4595229524641e-08,3.513065554567688e-09,12.016030638972545,16.017996095222124,0.0013942267990298023,7.624737083990845e-05,0.14847145188373984,0.01001755303670231,0.0011031482056618254,1.663836372655432e-06,1.412957703786652e-05
124,125,0.011127884274156077,1.0421844143441436e-05,2.0400359684545166e-07,20.400359684545165,2.975797568900981e-08,2.8422870866666923e-09,3.931173622617444e-08,9.49670869295026e-08,3.5100884742003225e-09,12.016554822910905,16.017313592342173,0.001393846479582162,5.1085436404922504e-05,0.14849334269601858,0.010017619542520964,0.0011028984374906986,1.6813099740926161e-06,1.4178949272356905e-05
125,126,0.011127718058232757,1.0412816359876408e-05,2.0400389995428395e-07,20.400389995428394,3.084667548273315e-08,3.140366370084591e-09,3.9720356350222834e-08,9.70691722049814e-08,3.50810696813971e-09,12.020813979164489,16.017691980613783,0.001393260651668078,4.906422276310975e-05,0.14850173635491115,0.010017796318922429,0.0011026529499270402,1.6805395151563478e-06,1.4356661134920359e-05
126,127,0.011127723032590839,1.0414193515747278e-05,2.040038357815389e-07,20.40038357815389,3.219741211733284e-08,2.6720405304065836e-09,4.046910977783092e-08,9.719054747086457e-08,3.5041425969613415e-09,12.028302000432392,16.019128281771636,0.0013931387787259025,0.00010083697791278201,0.14849863491131748,0.0100176740868131,0.0011044994263051248,1.6640208134929584e-06,1.4336091500271713e-05
127,128,0.011127624693994496,1.0413254443621663e-05,2.04003704787677e-07,20.400370478767698,3.152084996030439e-08,2.745333492272116e-09,3.976273467497671e-08,9.694171698341696e-08,3.50566931792217e-09,12.024436736452861,16.01822364745496,0.001393183127420523,5.355517176837916e-05,0.1484998577568012,0.01001773385852886,0.001103586689335059,1.672175747575785e-06,1.434619963780826e-05
128,129,0.011127519370397122,1.0412804698458605e-05,2.0400393504377136e-07,20.400393504377135,3.245733947362694e-08,3.045670966973709e-09,4.011916333283404e-08,9.593532932650166e-08,3.5030022981073205e-09,12.024281142167435,16.01803923985029,0.001393170343495282,5.090903158011605e-05,0.14847153783204153,0.010017789503625921,0.0011038033459329305,1.6597862670354069e-06,1.4295390440602737e-05
129,130,0.011127419561398224,1.0411933565104176e-05,2.0400317269251822e-07,20.400317269251822,3.356417600565991e-08,2.925053715918162e-09,3.8967427642165345e-08,9.608474751062917e-08,3.4993570879092595e-09,12.019980447754651,16.01854851255053,0.0013933434586970344,3.977574629406232e-05,0.14843298645684022,0.010017822036129227,0.0011029403748746352,1.651427354642714e-06,1.4335437455444262e-05
130,131,0.011127314978260635,1.0407803257147377e-05,2.0400382645478793e-07,20.400382645478793,3.195464377802796e-08,2.889093796615963e-09,3.8987283394843255e-08,9.805667720653852e-08,3.499494417056276e-09,12.018029363294369,16.017973380543847,0.0013931751098550137,3.896360895919796e-05,0.14841398916364157,0.01001799983596987,0.001100963297742597,1.6625817879149316e-06,1.431984623371615e-05
131,132,0.011127387220882017,1.0407376669970194e-05,2.040055143241702e-07,20.400551432417018,3.178429719076513e-08,5.482954064794751e-09,3.9666001664005846e-08,9.885861124600415e-08,3.5051604422466116e-09,12.018080837599058,16.019573768320914,0.0013930211258614824,0.00014829885950685715,0.1484183666619942,0.0100179497530739,0.0011010415536179597,1.6616624152992883e-06,1.4103438809099852e-05
132,133,0.011127268168936302,1.0407592217976726e-05,2.0400435752769446e-07,20.400435752769447,3.186725245993581e-08,3.5696181407725213e-09,3.917258903992177e-08,9.81182393608216e-08,3.5012496194940654e-09,12.01803256145039,16.018506727012344,0.0013931081649586007,6.194685231135223e-05,0.14841559017282133,0.010017979627343392,0.0011009943086774897,1.662216862843665e-06,1.4233945513921319e-05
133,134,0.011127213800345894,1.0409316275667314e-05,2.0400325006419494e-07,20.400325006419493,3.225225839451819e-08,2.6720368000818793e-09,3.932013811511236e-08,9.741925850888958e-08,3.499684050297959e-09,12.017156407836053,16.018095212759775,0.0013930947358357627,4.8552571742255155e-05,0.1484152285575973,0.010017953588147378,0.0011009677524671038,1.6629424648317955e-06,1.4132465795204787e-05
134,135,0.011127140451321803,1.0408257619961189e-05,2.0400362062578847e-07,20.400362062578846,3.2625081968641354e-08,2.742217766590122e-09,3.8722978885208406e-08,9.599648442506084e-08,3.501368815545534e-09,12.015939852792455,16.018123414642236,0.0013928421523636105,4.538588063504065e-05,0.148426899410121,0.010018175336911012,0.0010999576115002158,1.665692620073579e-06,1.407338784686524e-05
135,136,0.011127062915418234,1.041095266602387e-05,2.0400382150029982e-07,20.40038215002998,3.287123045405694e-08,3.3051340642465385e-09,3.867489037830018e-08,9.375728643305039e-08,3.5029023477244856e-09,12.015244008788368,16.017869899223207,0.0013933896346855778,4.109703325374276e-05,0.14844815014817267,0.010017957134260156,0.001099830944377377,1.6672883500860545e-06,1.407639477179813e-05
136,137,0.011126988834483284,1.0406513013527138e-05,2.0400368916227467e-07,20.400368916227468,3.2653013177587e-08,3.2340900098069226e-09,3.908324298525907e-08,9.384079349742827e-08,3.5052918734938093e-09,12.015632931913581,16.01823898677688,0.0013931228299311632,5.060296632980523e-05,0.1484993483257989,0.01001820834692664,0.0010986360384089167,1.6632413793027807e-06,1.4215289527670187e-05
137,138,0.011126934730474316,1.0405967327165813e-05,2.0400286447434611e-07,20.40028644743461,3.247299757438789e-08,1.931692929447911e-09,3.922310427181611e-08,9.588883577225422e-08,3.5051192283514444e-09,12.016254311552531,16.0177753548998,0.0013928874351768646,5.015173338391735e-05,0.14853650857503056,0.010018103310779375,0.0010994344061399548,1.6640295292560713e-06,1.4242442183579119e-05
138,139,0.01112685437883558,1.0407135147889484e-05,2.040030312810603e-07,20.40030312810603,3.236468923300309e-08,2.30854390016734e-09,3.907404347126856e-08,9.585354290110135e-08,3.5070906473536155e-09,12.017663921796046,16.017787609287467,0.0013928181760014854,2.878156396142934e-05,0.1485439492196706,0.010017933667049244,0.0011003535738185182,1.6611871487732905e-06,1.4234940431042515e-05
139,140,0.011126793172085944,1.0408152186926568e-05,2.0400410169284775e-07,20.400410169284775,3.2351180168078787e-08,3.704363306488626e-09,3.983075132445525e-08,9.639968416376716e-08,3.5151023556454638e-09,12.021670363740913,16.01846063287249,0.0013930170607428067,5.510975195083727e-05,0.1485704541219896,0.010017579269624422,0.0011017733317346063,1.6635872839784624e-06,1.4133802863523153e-05
140,141,0.011126738356308135,1.0409901845966903e-05,2.0400410633120523e-07,20.400410633120522,3.206965804925319e-08,4.293689906662761e-09,4.010790040874299e-08,9.659063396415166e-08,3.5179223080989817e-09,12.021814672021259,16.018418169912984,0.0013932118858818049,6.67415253323606e-05,0.1485823237128018,0.010017294896924656,0.0011027874887084273,1.6638040254526592e-06,1.4108635666250764e-05
141,142,0.011126664762252653,1.0410011830513037e-05,2.040032444385741e-07,20.400324443857407,3.184446172506584e-08,3.213788209641766e-09,4.009516882146892e-08,9.648710015889032e-08,3.5177188926951992e-09,12.020639352178605,16.017936485830155,0.0013932475178072142,4.1709789503527214e-05,0.14857218785100154,0.01001725958005343,0.0011029466294870578,1.665989208061364e-06,1.4179730732050394e-05
142,143,0.011126562289099983,1.0407515454848654e-05,2.0400331975616553e-07,20.400331975616552,3.25264920319856e-08,2.9163121552053356e-09,3.9632141903305306e-08,9.563687789236912e-08,3.524296536302663e-09,12.019716520831341,16.017907788453197,0.0013930372835580375,2.672289269501596e-05,0.148562719807976,0.010017367356765599,0.0011028934989643086,1.6681108947476994e-06,1.4290763528185976e-05
