
fun_coils#161 - J=1.1e-04, Jf=1.1e-04, ⟨B·n⟩=1.2e-02, B·n max=5.2e-02, ║∇J coils║=2.8e-03, C-C-Sep=0.30 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=3.5e-07, J_MSC=1.0e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.8, curvature=[1.0, 1.1, 3.9, 4.0], mean squared curvature=[0.8, 0.9, 8.1, 8.0], coils dofs=6.903934366363246, 6.905196516133228, 6.925297608298147, -6.929069832672013, -0.013683852011100808, -0.010264850701299991
fun_coils#162 - J=1.1e-04, Jf=1.1e-04, ⟨B·n⟩=1.2e-02, B·n max=5.1e-02, ║∇J coils║=3.7e-03, C-C-Sep=0.30 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=6.0e-07, J_MSC=9.2e-03, J_ALS=1.7e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.8, curvature=[1.0, 1.1, 3.8, 4.0], mean squared curvature=[0.8, 0.9, 8.0, 7.9], coils dofs=6.903713187020865, 6.904993876906524, 6.925463635690028, -6.929380520521224, -0.013728022141903834, -0.010414326753994778
fun_coils#163 - J=1.1e-04, Jf=1.1e-04, ⟨B·n⟩=1.2e-02, B·n max=5.0e-02, ║∇J coils║=3.9e-03, C-C-Sep=0.30 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=5.9e-07, J_MSC=7.5e-03, J_ALS=1.8e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.8, curvature=[1.0, 1.1, 3.8, 4.0], mean squared curvature=[0.8, 0.9, 7.9, 7.9], coils dofs=6.903337681282195, 6.9046487619337125, 6.925743653852305, -6.929912166360321, -0.013811338238767939, -0.010676113052310593
fun_coils#164 - J=1.1e-04, Jf=1.1e-04, ⟨B·n⟩=1.2e-02, B·n max=4.9e-02, ║∇J coils║=3.0e-03, C-C-Sep=0.30 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=4.1e-07, J_MSC=6.1e-03, J_ALS=1.8e-09, J_LENGTH_PENALTY=1.6e-08 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 3.7, 4.0], mean squared curvature=[0.8, 0.9, 7.7, 7.8], coils dofs=6.902937357781897, 6.904276352801496, 6.926038300210767, -6.930489706675534, -0.01392144610910696, -0.010965070204216337
fun_coils#165 - J=1.1e-04, Jf=1.1e-04, ⟨B·n⟩=1.2e-02, B·n max=4.9e-02, ║∇J coils║=2.2e-03, C-C-Sep=0.30 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=1.3e-07, J_MSC=6.4e-03, J_ALS=1.8e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 3.8, 4.0], mean squared curvature=[0.8, 0.9, 7.8, 7.8], coils dofs=6.9030681669648475, 6.904388984126992, 6.925937328720662, -6.930317873332332, -0.013922937650325845, -0.010883901485521643
fun_coils#166 - J=1.1e-04, Jf=1.1e-04, ⟨B·n⟩=1.2e-02, B·n max=4.9e-02, ║∇J coils║=2.8e-03, C-C-Sep=0.30 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=2.0e-08, J_MSC=6.3e-03, J_ALS=1.8e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 3.8, 4.0], mean squared curvature=[0.8, 0.9, 7.7, 7.8], coils dofs=6.902938578994279, 6.9042585352596015, 6.926035594973038, -6.9305120001681, -0.013983723476618366, -0.010971645487669936
fun_coils#167 - J=1.2e-04, Jf=1.1e-04, ⟨B·n⟩=1.2e-02, B·n max=4.9e-02, ║∇J coils║=9.4e-03, C-C-Sep=0.30 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=5.8e-09, J_MSC=6.0e-03, J_ALS=1.8e-09, J_LENGTH_PENALTY=7.6e-06 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 3.8, 4.0], mean squared curvature=[0.8, 0.8, 7.7, 7.8], coils dofs=6.9026087678267105, 6.90393771225494, 6.926295050113697, -6.930979605644168, -0.014083994418376242, -0.01117004523026525
fun_coils#168 - J=1.1e-04, Jf=1.1e-04, ⟨B·n⟩=1.2e-02, B·n max=4.9e-02, ║∇J coils║=2.8e-03, C-C-Sep=0.30 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=1.2e-08, J_MSC=6.2e-03, J_ALS=1.8e-09, J_LENGTH_PENALTY=3.4e-08 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 3.8, 4.0], mean squared curvature=[0.8, 0.9, 7.7, 7.8], coils dofs=6.902903263113265, 6.9042241818229275, 6.926063377194433, -6.930562070938827, -0.01399446039821639, -0.010992889952357003
fun_coils#169 - J=1.1e-04, Jf=1.1e-04, ⟨B·n⟩=1.2e-02, B·n max=5.1e-02, ║∇J coils║=2.4e-03, C-C-Sep=0.30 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=8.3e-09, J_MSC=6.8e-03, J_ALS=1.8e-09, J_LENGTH_PENALTY=1.5e-08 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 3.8, 4.0], mean squared curvature=[0.8, 0.8, 7.8, 7.8], coils dofs=6.902818481566706, 6.904131906839152, 6.926145035598785, -6.930670572368351, -0.014009319792331281, -0.010999922183789737
fun_coils#170 - J=1.1e-04, Jf=1.1e-04, ⟨B·n⟩=1.2e-02, B·n max=5.2e-02, ║∇J coils║=2.4e-03, C-C-Sep=0.30 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=0.0e+00, J_MSC=7.4e-03, J_ALS=1.8e-09, J_LENGTH_PENALTY=3.7e-08 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 3.8, 4.0], mean squared curvature=[0.8, 0.8, 7.9, 7.8], coils dofs=6.902689457451863, 6.904002434472121, 6.926257893203721, -6.930839024459112, -0.01401074731649915, -0.011031735787367353
fun_coils#171 - J=1.1e-04, Jf=1.1e-04, ⟨B·n⟩=1.2e-02, B·n max=5.4e-02, ║∇J coils║=2.5e-03, C-C-Sep=0.30 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=2.3e-08, J_MSC=8.6e-03, J_ALS=1.8e-09, J_LENGTH_PENALTY=4.9e-08 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 3.9, 4.0], mean squared curvature=[0.8, 0.8, 8.0, 7.8], coils dofs=6.902480348079793, 6.903801993128455, 6.926439096729721, -6.931103335441965, -0.013969057713160538, -0.011084193527997162
fun_coils#172 - J=1.1e-04, Jf=1.1e-04, ⟨B·n⟩=1.2e-02, B·n max=5.4e-02, ║∇J coils║=3.3e-03, C-C-Sep=0.30 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=9.0e-08, J_MSC=9.7e-03, J_ALS=1.8e-09, J_LENGTH_PENALTY=3.6e-08 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 3.9, 4.0], mean squared curvature=[0.8, 0.8, 8.1, 7.8], coils dofs=6.9022070924124295, 6.903546526781512, 6.926660179160912, -6.93146336691098, -0.01391199736893148, -0.011185111979793336
fun_coils#173 - J=1.0e-04, Jf=1.0e-04, ⟨B·n⟩=1.1e-02, B·n max=5.4e-02, ║∇J coils║=4.5e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=2.3e-07, J_MSC=1.1e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=3.4e-08 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 3.9, 4.0], mean squared curvature=[0.8, 0.8, 8.3, 7.8], coils dofs=6.901734075497983, 6.903109766050503, 6.927020785695402, -6.932107761781219, -0.013812399778099914, -0.01139427579238268
fun_coils#174 - J=1.0e-04, Jf=1.0e-04, ⟨B·n⟩=1.1e-02, B·n max=5.2e-02, ║∇J coils║=2.7e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=8.3e-09, J_MSC=1.2e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=8.0e-09 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 3.9, 4.0], mean squared curvature=[0.8, 0.8, 8.3, 7.8], coils dofs=6.901278385568797, 6.902699961237758, 6.927327028167383, -6.9327689012350655, -0.01371626196379119, -0.0116577557544506
fun_coils#175 - J=1.0e-04, Jf=1.0e-04, ⟨B·n⟩=1.1e-02, B·n max=4.9e-02, ║∇J coils║=4.5e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=7.8e-08, J_MSC=1.3e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=1.7e-07 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 3.9, 4.0], mean squared curvature=[0.8, 0.8, 8.4, 7.8], coils dofs=6.900720123871156, 6.902181737479706, 6.927693799575461, -6.933608839533291, -0.01365188589193765, -0.011994780731566243
fun_coils#176 - J=1.0e-04, Jf=9.9e-05, ⟨B·n⟩=1.1e-02, B·n max=4.7e-02, ║∇J coils║=1.7e-02, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=4.3e-06, J_MSC=1.5e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=2.7e-08 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 4.2, 4.1], mean squared curvature=[0.8, 0.8, 8.5, 7.7], coils dofs=6.900201742028385, 6.901692787510831, 6.927987091377827, -6.93445496296834, -0.013610856790136565, -0.0123600476373487
fun_coils#177 - J=1.0e-04, Jf=1.0e-04, ⟨B·n⟩=1.1e-02, B·n max=4.8e-02, ║∇J coils║=4.1e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=1.2e-07, J_MSC=1.4e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=8.7e-08 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 4.0, 4.0], mean squared curvature=[0.8, 0.8, 8.5, 7.8], coils dofs=6.900516003211873, 6.901989206064119, 6.92780928764067, -6.9339420133814995, -0.013635730065057855, -0.012138610077949438
fun_coils#178 - J=9.9e-05, Jf=9.7e-05, ⟨B·n⟩=1.1e-02, B·n max=4.5e-02, ║∇J coils║=8.5e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=1.4e-06, J_MSC=1.2e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 4.1, 4.0], mean squared curvature=[0.8, 0.8, 8.4, 7.7], coils dofs=6.900359384442163, 6.901830164626645, 6.927831644273082, -6.934292881960651, -0.013650563631189603, -0.012332840929749895
fun_coils#179 - J=1.0e-04, Jf=1.0e-04, ⟨B·n⟩=1.1e-02, B·n max=4.1e-02, ║∇J coils║=1.1e-02, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=1.1e-07, J_MSC=5.7e-03, J_ALS=1.7e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 3.9, 4.0], mean squared curvature=[0.8, 0.8, 7.8, 7.7], coils dofs=6.901103780668616, 6.902492461004954, 6.927116858768306, -6.9334873663938215, -0.013815045160961374, -0.012169792840722926
fun_coils#180 - J=9.7e-05, Jf=9.7e-05, ⟨B·n⟩=1.1e-02, B·n max=4.4e-02, ║∇J coils║=5.4e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=4.0e-08, J_MSC=9.8e-03, J_ALS=1.7e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 4.0, 4.0], mean squared curvature=[0.8, 0.8, 8.2, 7.7], coils dofs=6.90058688144648, 6.902032570867678, 6.927613196683899, -6.934046706104471, -0.013700831289674115, -0.012283011349084319
fun_coils#181 - J=9.7e-05, Jf=9.6e-05, ⟨B·n⟩=1.1e-02, B·n max=4.4e-02, ║∇J coils║=3.2e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=8.9e-08, J_MSC=9.5e-03, J_ALS=1.7e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 4.0, 4.0], mean squared curvature=[0.8, 0.8, 8.2, 7.7], coils dofs=6.900535818576445, 6.901987719791315, 6.927636169597598, -6.9341353991244485, -0.013669868095364197, -0.01232528082683585
fun_coils#182 - J=9.5e-05, Jf=9.5e-05, ⟨B·n⟩=1.1e-02, B·n max=4.3e-02, ║∇J coils║=4.0e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=3.4e-07, J_MSC=8.7e-03, J_ALS=1.7e-09, J_LENGTH_PENALTY=1.3e-07 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 4.0, 4.0], mean squared curvature=[0.8, 0.8, 8.1, 7.7], coils dofs=6.900382944286798, 6.901851036304657, 6.927704584834272, -6.934403574284307, -0.013587828638057667, -0.012459594472806316
fun_coils#183 - J=9.5e-05, Jf=9.4e-05, ⟨B·n⟩=1.1e-02, B·n max=4.3e-02, ║∇J coils║=3.2e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=2.6e-07, J_MSC=8.1e-03, J_ALS=1.7e-09, J_LENGTH_PENALTY=5.8e-09 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 4.0, 4.0], mean squared curvature=[0.8, 0.8, 8.1, 7.7], coils dofs=6.900354903840044, 6.901827066330887, 6.927720166264092, -6.93445019982293, -0.013565974327701688, -0.012490113767004379
fun_coils#184 - J=9.4e-05, Jf=9.3e-05, ⟨B·n⟩=1.1e-02, B·n max=4.2e-02, ║∇J coils║=3.2e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=2.3e-07, J_MSC=7.7e-03, J_ALS=1.7e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 4.0, 4.0], mean squared curvature=[0.8, 0.8, 8.0, 7.7], coils dofs=6.900106427033457, 6.901593534414127, 6.927879778496933, -6.934837923993172, -0.013504523801742037, -0.012667650037475598
fun_coils#185 - J=9.2e-05, Jf=9.1e-05, ⟨B·n⟩=1.1e-02, B·n max=4.3e-02, ║∇J coils║=4.9e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=8.4e-07, J_MSC=8.7e-03, J_ALS=1.7e-09, J_LENGTH_PENALTY=8.8e-09 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 4.0, 4.1], mean squared curvature=[0.8, 0.8, 8.1, 7.7], coils dofs=6.899634089659335, 6.901146982701081, 6.928213890807592, -6.9355340429677765, -0.013400411347724722, -0.012946131409840267
fun_coils#186 - J=1.0e-04, Jf=8.9e-05, ⟨B·n⟩=1.1e-02, B·n max=4.5e-02, ║∇J coils║=2.4e-02, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=1.1e-05, J_MSC=1.4e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=7.0e-07 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=21.0, curvature=[1.0, 1.2, 4.2, 4.0], mean squared curvature=[0.8, 0.8, 8.5, 7.7], coils dofs=6.898921712496469, 6.900467141241589, 6.928767778760437, -6.936522791999524, -0.013266605825597083, -0.013289551850213284
fun_coils#187 - J=9.2e-05, Jf=9.1e-05, ⟨B·n⟩=1.1e-02, B·n max=4.3e-02, ║∇J coils║=4.8e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=7.7e-07, J_MSC=9.7e-03, J_ALS=1.7e-09, J_LENGTH_PENALTY=5.4e-08 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 4.0, 4.1], mean squared curvature=[0.8, 0.8, 8.2, 7.7], coils dofs=6.899459872144766, 6.900980722052163, 6.928349348522302, -6.93577584942624, -0.013367688140530949, -0.013030117616434812
fun_coils#188 - J=9.9e-05, Jf=8.9e-05, ⟨B·n⟩=1.1e-02, B·n max=4.6e-02, ║∇J coils║=2.2e-02, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=9.6e-06, J_MSC=1.4e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=2.5e-08 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=21.0, curvature=[1.0, 1.2, 4.2, 4.0], mean squared curvature=[0.8, 0.8, 8.5, 7.7], coils dofs=6.898915315811359, 6.900458317265708, 6.928779401243575, -6.936525454712811, -0.013269521310362836, -0.01328621027869933
fun_coils#189 - J=9.1e-05, Jf=9.0e-05, ⟨B·n⟩=1.1e-02, B·n max=4.4e-02, ║∇J coils║=4.5e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=7.5e-07, J_MSC=1.1e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=3.6e-08 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=21.0, curvature=[1.0, 1.1, 4.0, 4.0], mean squared curvature=[0.8, 0.8, 8.3, 7.7], coils dofs=6.899342452169541, 6.900868078504893, 6.928442078652831, -6.935937483087954, -0.013346520914921485, -0.013085337604182182
fun_coils#190 - J=9.1e-05, Jf=9.1e-05, ⟨B·n⟩=1.1e-02, B·n max=4.6e-02, ║∇J coils║=4.3e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=5.3e-08, J_MSC=1.3e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=20.9, curvature=[1.0, 1.1, 4.0, 4.0], mean squared curvature=[0.8, 0.8, 8.4, 7.7], coils dofs=6.8992760849978465, 6.900789873444509, 6.928540929775465, -6.935983589550527, -0.01339453804078759, -0.013071034978945309
fun_coils#191 - J=9.0e-05, Jf=8.9e-05, ⟨B·n⟩=1.1e-02, B·n max=4.6e-02, ║∇J coils║=1.8e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=1.3e-07, J_MSC=1.2e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=21.0, curvature=[1.0, 1.1, 4.0, 4.0], mean squared curvature=[0.8, 0.8, 8.4, 7.7], coils dofs=6.899168906178407, 6.900685495186888, 6.928584546351095, -6.936187716818664, -0.013377859157735383, -0.013182030821125094
fun_coils#192 - J=9.0e-05, Jf=8.9e-05, ⟨B·n⟩=1.1e-02, B·n max=4.6e-02, ║∇J coils║=4.0e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=5.7e-07, J_MSC=1.2e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=6.3e-08 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=21.0, curvature=[1.0, 1.2, 4.0, 4.0], mean squared curvature=[0.8, 0.8, 8.3, 7.7], coils dofs=6.899018846414342, 6.900538824252863, 6.928665005953498, -6.936449170664475, -0.013367281594306182, -0.013319804791283132
fun_coils#193 - J=8.9e-05, Jf=8.9e-05, ⟨B·n⟩=1.1e-02, B·n max=4.5e-02, ║∇J coils║=3.4e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=2.8e-07, J_MSC=1.0e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=1.1e-07 Coil lengths=sum([7.0, 6.9, 3.5, 3.5])=21.0, curvature=[1.0, 1.2, 4.0, 4.0], mean squared curvature=[0.8, 0.8, 8.2, 7.7], coils dofs=6.898995765229024, 6.900505618671193, 6.928637796576681, -6.9365533575387985, -0.01339033659107704, -0.013411190093787263
fun_coils#194 - J=8.8e-05, Jf=8.8e-05, ⟨B·n⟩=1.1e-02, B·n max=4.6e-02, ║∇J coils║=1.6e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=6.7e-08, J_MSC=1.1e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=4.0e-09 Coil lengths=sum([7.0, 7.0, 3.5, 3.5])=21.0, curvature=[1.0, 1.2, 4.0, 4.0], mean squared curvature=[0.8, 0.8, 8.3, 7.7], coils dofs=6.89889239689122, 6.900398657436228, 6.928717430709787, -6.936707891434382, -0.013386651579162493, -0.013474481398585102
fun_coils#195 - J=8.8e-05, Jf=8.7e-05, ⟨B·n⟩=1.1e-02, B·n max=4.7e-02, ║∇J coils║=2.7e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=8.4e-08, J_MSC=1.2e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=1.2e-08 Coil lengths=sum([7.0, 7.0, 3.5, 3.5])=21.0, curvature=[1.1, 1.2, 4.0, 4.0], mean squared curvature=[0.8, 0.8, 8.3, 7.8], coils dofs=6.898508296951582, 6.900006628021763, 6.928969111773493, -6.937334252825203, -0.013377075566294345, -0.01376865489019938
fun_coils#196 - J=8.7e-05, Jf=8.7e-05, ⟨B·n⟩=1.1e-02, B·n max=4.7e-02, ║∇J coils║=3.7e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=1.7e-07, J_MSC=1.2e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=5.9e-08 Coil lengths=sum([7.0, 7.0, 3.5, 3.5])=21.0, curvature=[1.1, 1.2, 4.0, 4.0], mean squared curvature=[0.8, 0.8, 8.4, 7.8], coils dofs=6.898283380839027, 6.899778857947176, 6.929100403939871, -6.937720508965861, -0.013346237897940615, -0.013952327384155918
fun_coils#197 - J=8.6e-05, Jf=8.6e-05, ⟨B·n⟩=1.0e-02, B·n max=4.6e-02, ║∇J coils║=3.4e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=8.3e-08, J_MSC=1.3e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=1.1e-07 Coil lengths=sum([7.0, 7.0, 3.5, 3.5])=21.0, curvature=[1.1, 1.2, 4.0, 4.0], mean squared curvature=[0.8, 0.8, 8.4, 7.8], coils dofs=6.89796911233962, 6.899460502189785, 6.929276411998711, -6.938272738369821, -0.013288854031268671, -0.014209390272933903
fun_coils#198 - J=8.6e-05, Jf=8.5e-05, ⟨B·n⟩=1.0e-02, B·n max=4.5e-02, ║∇J coils║=7.1e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=1.0e-06, J_MSC=1.4e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=3.7e-08 Coil lengths=sum([7.0, 7.0, 3.5, 3.5])=21.0, curvature=[1.1, 1.2, 4.1, 4.0], mean squared curvature=[0.8, 0.8, 8.4, 7.9], coils dofs=6.897685560090234, 6.89917729785414, 6.9294635886249045, -6.938731846478428, -0.013230096871058597, -0.014381519052248963
fun_coils#199 - J=8.6e-05, Jf=8.5e-05, ⟨B·n⟩=1.0e-02, B·n max=4.5e-02, ║∇J coils║=3.4e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=1.6e-07, J_MSC=1.3e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=6.9e-08 Coil lengths=sum([7.0, 7.0, 3.5, 3.5])=21.0, curvature=[1.1, 1.2, 4.0, 4.0], mean squared curvature=[0.8, 0.8, 8.4, 7.8], coils dofs=6.897859167886814, 6.8993506926369355, 6.929348987800136, -6.938450752791814, -0.013266071549938653, -0.014276131427323998
fun_coils#200 - J=8.8e-05, Jf=8.4e-05, ⟨B·n⟩=1.0e-02, B·n max=4.4e-02, ║∇J coils║=2.0e-02, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=4.6e-06, J_MSC=1.5e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([7.0, 7.0, 3.5, 3.5])=21.0, curvature=[1.1, 1.2, 4.2, 4.0], mean squared curvature=[0.8, 0.8, 8.5, 7.9], coils dofs=6.8975257933798755, 6.899018066111401, 6.929565530408004, -6.938997048221037, -0.013173283802208485, -0.014432019819045013
fun_coils#201 - J=8.5e-05, Jf=8.4e-05, ⟨B·n⟩=1.0e-02, B·n max=4.4e-02, ║∇J coils║=3.5e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=3.4e-07, J_MSC=1.4e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=7.4e-09 Coil lengths=sum([7.0, 7.0, 3.5, 3.5])=21.0, curvature=[1.1, 1.2, 4.0, 4.0], mean squared curvature=[0.8, 0.8, 8.4, 7.8], coils dofs=6.8977577617800705, 6.899249514051735, 6.929414855892479, -6.938616925343872, -0.013237847303468156, -0.014323549674856186
fun_coils#202 - J=8.7e-05, Jf=8.6e-05, ⟨B·n⟩=1.0e-02, B·n max=4.3e-02, ║∇J coils║=8.6e-03, C-C-Sep=0.30 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=1.3e-06, J_MSC=1.2e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([7.0, 7.0, 3.5, 3.5])=21.0, curvature=[1.1, 1.2, 4.0, 4.1], mean squared curvature=[0.8, 0.8, 8.4, 7.8], coils dofs=6.897837019406848, 6.899325985318147, 6.92931689580657, -6.938561358832087, -0.013185515367494233, -0.014195312693169837
fun_coils#203 - J=8.5e-05, Jf=8.4e-05, ⟨B·n⟩=1.0e-02, B·n max=4.3e-02, ║∇J coils║=2.6e-03, C-C-Sep=0.31 J_length=2.1e-07, J_CC=0.0e+00, J_CURVATURE=2.6e-07, J_MSC=1.3e-02, J_ALS=1.7e-09, J_LENGTH_PENALTY=0.0e+00 Coil lengths=sum([7.0, 7.0, 3.5, 3.5])=21.0, curvature=[1.1, 1.2, 4.0, 4.0], mean squared curvature=[0.8, 0.8, 8.4, 7.8], coils dofs=6.897779784513031, 6.899270762559264, 6.929387636444957, -6.938601485486531, -0.013223306213882985, -0.014287917409316415
