index,Nfeval,J,Jf,Lengths,J_CC,J_LENGTH_PENALTY,J_CURVATURE,J_MSC,J_ALS,curvatures,msc,B.n,gradJcoils,C-C-Sep,Jquasisymmetry,Jiota,Jmercier,Jaspect,Jwell
86,87,0.054161604787609716,5.923171281557119e-07,10.63319969582664,2.476459743418921e-10,1.0869424550240872e-08,0.0,1.3362368060914701e-11,1.0487777721024664e-08,12.561866232654465,14.370832228988398,0.0019155891852175332,0.0005425919913247994,0.14962550244918377,0.021509732931728393,8.572377110690953e-05,0.0,0.0010978672063431593,
87,88,0.05405814392138485,5.912788636235465e-07,10.633520349173736,7.739815346307672e-11,9.555506143579863e-09,0.0,5.470536701378706e-11,1.0488099772576183e-08,12.547337538437182,14.374897775215524,0.0019154393531244244,0.0005547034251649963,0.1497846521767275,0.02149408717369152,8.683126776401292e-05,0.0,0.0011230154170442498,
88,89,0.05390073199524533,5.885551921471942e-07,10.634032590634574,4.37192456319418e-10,9.159145451549194e-09,0.0,6.001561033293098e-11,1.0481985162677595e-08,12.570518301613484,14.382223115235917,0.0019106255876763754,0.0005421166095950703,0.14952383694712762,0.021582919650866658,7.457532817654355e-05,0.0,0.0011373825212097634,
89,90,0.053680405134847384,5.84616335264767e-07,10.635277658486526,3.5158099851181703e-10,9.421638676384267e-09,0.0,2.8172425904447574e-10,1.0474238857632602e-08,12.594411659483416,14.389986273791617,0.0019067894567178503,0.0007174110119761229,0.14947387601915202,0.021467216004788348,7.376100763979403e-05,0.0,0.0012183031508441304,
90,91,0.05333824613268337,5.785392970803124e-07,10.637552857782772,6.609494265215034e-10,9.135264330282843e-09,0.0,1.2711670233932954e-10,1.0456140847195873e-08,12.502163128021733,14.39247046755608,0.0018986852374218036,0.0005995966368959535,0.14929593006475522,0.021415018228399592,6.950744984942827e-05,0.0,0.0012822149864569687,
91,92,0.05304737463618679,5.684972551246715e-07,10.64189919539881,9.861750888586209e-10,8.371235215807656e-09,0.0,3.871154192365082e-09,1.0426373253016459e-08,12.604806109646239,14.400891343707933,0.0018897643599415318,0.0019621692421892788,0.14934969680794227,0.021483637764871177,6.0722326267208494e-05,0.0,0.0013489039649076157,
92,93,0.05264037135093835,5.623462243597908e-07,10.646333022011774,9.004034448349333e-10,7.09225552234622e-09,0.0,1.6183940226962466e-09,1.0403219374429162e-08,12.613366429795747,14.406565815426724,0.0018885612284956666,0.00129557170369265,0.14939497159371373,0.021457908327049035,6.076487996223592e-05,0.0,0.00145678938806209,
93,94,0.05240913592381426,5.580579986077511e-07,10.657495502628537,1.8711547749724156e-09,4.831914653712521e-09,0.0,2.034607651161585e-09,1.0375715891507779e-08,12.603815541569949,14.412327457719607,0.0018769737742572912,0.0013949715570019945,0.14904110665941622,0.021365339095117685,5.8513115599921176e-05,0.0,0.0016000960937419754,
94,95,0.05218168322352781,5.542014334745102e-07,10.665310542718533,5.638188073257794e-10,5.561511599169446e-09,0.0,7.954193493064711e-10,1.0377485629926695e-08,12.574786288251373,14.416524136519222,0.0018770312079920749,0.0009228231839852847,0.14951693727692789,0.021351451996455575,6.53848049170943e-05,0.0,0.0016013997348893723,
95,96,0.052062380014904486,5.507738533456205e-07,10.674395004969295,1.4037897839434084e-09,3.369245978706233e-09,0.0,1.583019026453695e-09,1.0402272512947475e-08,12.608830014726559,14.418250678938549,0.0018803873851911527,0.001222696519320923,0.1491813996892049,0.02133309434958982,6.707666326761716e-05,0.0,0.0016819100002549861,
96,97,0.05189434841350613,5.498337944855421e-07,10.679689056567785,4.86619353539404e-10,2.722662126182454e-09,0.0,5.988804202251124e-10,1.0419151343576686e-08,12.592824538696512,14.417677822276023,0.0018817286442774962,0.0007853594894403018,0.14954445305910333,0.021314849358008713,6.361884459823789e-05,0.0,0.0017402552230616922,
97,98,0.051791651638439976,5.485825642961341e-07,10.68569986391513,5.622142164654628e-10,1.2266769668676594e-09,0.0,1.4818815037638911e-09,1.0437022438560576e-08,12.625340086725096,14.425714297872874,0.0018757254310014704,0.0011687704658743623,0.149443255574327,0.021177077649011507,8.07095491786743e-05,0.0,0.001692960526551966,
98,99,0.051636383763629126,5.462354791120647e-07,10.68837471339198,5.136193154545269e-10,1.2683231394518189e-09,0.0,7.030353985356717e-10,1.0456148918319444e-08,12.609504457359552,14.429214584442859,0.0018686107392422394,0.0008291795253232398,0.14945913371941055,0.02118505172628729,7.52934770593483e-05,0.0,0.0017395669725570858,
99,100,0.05145550226442043,5.42416985391775e-07,10.69099796229796,2.32931125103931e-10,1.624554646008451e-09,0.0,1.686465686301429e-09,1.0482868935403601e-08,12.62981181370087,14.427854085590276,0.0018706699583627686,0.0012480385122450467,0.14972124196925649,0.02109555949079732,7.157510376505715e-05,0.0,0.0018220014467427337,
100,101,0.05125220314552864,5.369420768255346e-07,10.691303396887738,6.003399386900935e-11,1.3445764456471478e-09,0.0,3.139948608212411e-09,1.0462894457499057e-08,12.593878078217088,14.42563711824361,0.0018598931298670458,0.0016943844947764496,0.1498215153633827,0.021082690560750045,6.779176595724596e-05,0.0,0.0018941184086678808,
101,102,0.05104269449229362,5.340658991967581e-07,10.692676863926675,2.870851171430897e-10,1.531792758485645e-09,0.0,7.706528870925565e-10,1.0446322295710648e-08,12.609198976046411,14.417570226037878,0.0018581162285197519,0.0008544743893783727,0.14964932404492043,0.021073894066182465,6.593030493568112e-05,0.0,0.001954409763994584,
102,103,0.050861475850673604,5.28273710864929e-07,10.689760040541692,4.3822980036494716e-10,1.4493270877884208e-09,0.0,1.0590600156359824e-09,1.0403824116787485e-08,12.559076801211226,14.406136280722489,0.0018540143840038476,0.0009938432325222954,0.14960137805311632,0.021161899560694572,6.518230881741093e-05,0.0,0.001966545607529639,
103,104,0.05072552573976692,5.242722165600572e-07,10.685193603300512,5.803173486866248e-10,1.1171336521706418e-09,0.0,2.3191753436825553e-09,1.0367023472514241e-08,12.516980971499185,14.404364722287866,0.0018400789403102498,0.0014541982844102786,0.14940082914253075,0.021241063637827084,5.5865938102852474e-05,0.0,0.0019930094020556934,
104,105,0.05060726060065358,5.222804553434324e-07,10.680588767739426,7.662934093696444e-10,9.587763137227423e-11,0.0,2.2881384037063794e-09,1.0350542388403207e-08,12.480836005710959,14.404205593485566,0.0018406768791098948,0.0014505459707834887,0.1492617363365223,0.021312789517855923,5.1432185546689305e-05,0.0,0.0019910838685165814,
105,106,0.050497763120801495,5.191644895603211e-07,10.68046272185159,8.080932333873134e-10,1.497601766176491e-10,0.0,2.38118412725542e-09,1.0343127795927508e-08,12.486059294837041,14.402806852523703,0.0018335403259511413,0.0014743216648075376,0.1494068932785086,0.021401266735282518,4.699566031277511e-05,0.0,0.00198420703771569,
106,107,0.05035152229648187,5.178720159264451e-07,10.681957099800853,1.0183733819723644e-09,2.846961285610967e-10,0.0,1.2329306087879412e-09,1.0357853976540156e-08,12.507957443876315,14.407593358294989,0.0018337322248790568,0.001060048723110502,0.1491841582734647,0.021414536401021738,4.538101596509382e-05,0.0,0.0019448822346938475,
107,108,0.050172711109675534,5.164246593816831e-07,10.686414139924338,6.635029659326069e-10,1.7741411925733653e-10,0.0,8.769379435126342e-10,1.0396197194414543e-08,12.523496618879756,14.410560881171303,0.0018257193337498808,0.0008934070014533235,0.14939154064606538,0.02144966639616054,3.99349224460312e-05,0.0,0.0018967599088146082,
108,109,0.04994249843455134,5.131104741981753e-07,10.692676337938149,2.2735250060733533e-10,1.9099354329245835e-10,0.0,1.8496927643038585e-10,1.0481481232528672e-08,12.54325922942675,14.412465443115744,0.0018220511565441152,0.00043376560394978685,0.14963382314074855,0.021507296532375722,3.775697381039991e-05,0.0,0.001847868626519832,
109,110,0.049881862021200735,5.090843140059086e-07,10.705234441985613,1.9318963033569565e-10,2.25128916586559e-09,0.0,2.2758614212058574e-10,1.0556835585716485e-08,12.532275630593002,14.4274858964795,0.0018152865493359137,0.000513385182259778,0.14957944357770403,0.02171793756896426,3.459320421443022e-05,0.0,0.0017023316835949867,
110,111,0.04979891217483034,5.102320967236231e-07,10.69810370981548,1.80423938963212e-10,2.1355494635849842e-10,0.0,1.5996805621172797e-10,1.051369327553302e-08,12.533627218346734,14.418700260724275,0.0018163873730531782,0.00039785990380682276,0.14960776036453008,0.021586878806936913,3.637251440315995e-05,0.0,0.0017833213768272318,
111,112,0.04965720415062869,5.085900486478466e-07,10.703781549745083,6.731361345837997e-10,1.3744900955041552e-09,0.0,1.7064446817183223e-10,1.0550799517433252e-08,12.537130837443863,14.435540481664464,0.0018177023854561044,0.0004506287616899961,0.14941906654712786,0.021550088859698755,3.6924030720887694e-05,0.0,0.0016699190405441025,
112,113,0.05700113422453442,5.062707706526817e-07,10.711642061772295,1.0369282487875552e-09,9.696322527328227e-10,1.4841000790540547e-07,5.980800189801799e-10,1.0629084018956089e-08,12.62009384717441,14.453470918786655,0.0018146892207726772,0.0010822336463328598,0.1492386778632245,0.021628041938724078,3.293030869071459e-05,0.0,0.001648064044025938,
113,114,0.04964979784185064,5.084658666280364e-07,10.703986702164118,6.817862203180424e-10,1.330768769466076e-09,0.0,1.7542136040086774e-10,1.0552826107184516e-08,12.539314785518549,14.43598984689576,0.0018175154773610118,0.00045390328901848435,0.14941423628129655,0.021551962506398577,3.6816017402095384e-05,0.0,0.001669341707160922,
114,115,0.05225203761711217,5.06545372837702e-07,10.708801331894277,8.98099528838738e-10,8.62458821893398e-10,5.3810600528260604e-08,3.7295081684787403e-10,1.0600645015712601e-08,12.590277307989476,14.4468251824385,0.0018148891844752756,0.0007281125028574619,0.14930277932402347,0.021598255920559188,3.433749378737649e-05,0.0,0.0016559003812164268,
115,116,0.049644436453115184,5.08374682197747e-07,10.704141002650989,6.883239446497023e-10,1.2995025221766184e-09,0.0,1.791711434053488e-10,1.0554350960906897e-08,12.540956705097006,14.436328502535167,0.0018173799774924523,0.0004565565201013851,0.1494106077586493,0.021553377874289834,3.673493089370491e-05,0.0,0.0016689077314441703,
116,117,0.050717832854948124,5.069832775247951e-07,10.707207211626491,8.237333509779631e-10,9.174478366240144e-10,2.2880854684739275e-08,2.864858902622165e-10,1.0584758196410224e-08,12.573464543889465,14.443176955320771,0.0018154405070913606,0.0006038308660064659,0.1493392839316676,0.021582268422461783,3.514083875145521e-05,0.0,0.0016603281707814174,
117,118,0.04964041193892993,5.083017042684686e-07,10.70426687989103,6.936774912393966e-10,1.2749953154375144e-09,4.3528861898846186e-12,1.8233219900845295e-10,1.0555595308218563e-08,12.542295737057719,14.436605204623916,0.0018172711787285288,0.0004590299841417622,0.14940765045751184,0.021554536425514564,3.666887830336328e-05,0.0,0.0016685538569535402,
118,119,0.04961152109493049,5.078154445876085e-07,10.705186459049116,7.16602541106117e-10,1.1704861547173082e-09,0.0,1.9601959610046593e-10,1.0563890292558831e-08,12.537545854770272,14.43762415192208,0.0018164174581964223,0.00046896115091718624,0.1494014316961735,0.02156271556478738,3.6226292154472545e-05,0.0,0.0016634204499940354,
119,120,0.049563890834586316,5.069795454324473e-07,10.706868470908498,7.971184509939669e-10,1.2149724616817374e-09,0.0,1.6389265234594156e-10,1.0581335290308684e-08,12.534873396629097,14.4404873756727,0.0018145129282317967,0.0004412404555850369,0.1493962853251246,0.021561112795844276,3.645045748597786e-05,0.0,0.0016514302494932203,
120,121,0.04947367647549129,5.054301618543877e-07,10.71015057916914,7.415240273442975e-10,1.2488217987538915e-09,0.0,1.7228469322435998e-10,1.06066188647515e-08,12.530408737571841,14.447346871760782,0.0018113497338891023,0.00045111327302819386,0.14942599755183852,0.02157318561127908,3.733235005478753e-05,0.0,0.00161719680174121,
121,122,0.049357794529715976,5.027986851288798e-07,10.716173889716838,9.046279090972031e-10,1.18588962661293e-09,0.0,4.853852778725801e-10,1.0658386479548746e-08,12.520320793182345,14.448490320973995,0.0018065716922946915,0.0007019101309482254,0.14926631826194933,0.02160350210371457,4.0299031207035736e-05,0.0,0.0015496533928304227,
122,123,0.049286284584368956,4.996971563420071e-07,10.719758567829649,5.372778762321746e-10,3.370759590311583e-09,0.0,3.1806940113970737e-10,1.0672023642596912e-08,12.528605672554969,14.463549490532426,0.0018007657591130354,0.0006332454805230063,0.14936268696432825,0.02165558145000939,3.6300377487906705e-05,0.0,0.0015379350168661654,
123,124,0.049168057708066315,4.97839869412464e-07,10.72274645460993,6.363517070920788e-10,3.3690258944167937e-09,0.0,2.813505151211943e-10,1.0686813795065515e-08,12.522815139538679,14.469980330234389,0.001798211563214849,0.0006028621535517557,0.14938041294733026,0.021650584730349025,3.695751606177108e-05,0.0,0.0015072272508918746,
124,125,0.04898121179266429,4.958312685934129e-07,10.727661728662106,4.13029634437241e-10,2.7620348294852666e-09,3.71760346833243e-12,2.514105817076655e-10,1.0736195321407969e-08,12.525298748189758,14.47969108532767,0.0017944920850883393,0.0005752726637208081,0.14951066064762983,0.021653954354241466,3.686730203053794e-05,0.0,0.0014587015899214175,
125,126,0.048770795650547275,4.921836016882367e-07,10.73656550171345,3.6075894089387674e-10,3.032923069650136e-09,1.899065167593778e-11,1.768135705873236e-11,1.0821194769148707e-08,12.535526045882172,14.495463340337652,0.0017885910742832783,0.00034795022333424674,0.14946789515820139,0.021699732674392975,3.910926367912229e-05,0.0,0.0013582128155298588,
126,127,0.04901005281591787,4.894974492808535e-07,10.742612970725535,5.361966951001563e-10,3.550972511004363e-09,5.893544134226552e-11,8.423214785892336e-09,1.0862535087622845e-08,12.529615139524354,14.504119894208806,0.0017901874573613655,0.00040781681715166694,0.14940589522909672,0.021677019897352386,4.006014491238523e-05,0.0,0.0012859662793506862,
127,128,0.048643653427838496,4.907188789554133e-07,10.739054953082896,4.293057828869498e-10,2.623317523965055e-09,3.024652336305612e-11,5.071916597700991e-12,1.0837843357604809e-08,12.533034955107453,14.498842326376783,0.001788541200679414,0.00031605715482792106,0.14944081423386654,0.021688339341148267,3.950974045912423e-05,0.0,0.0013279834791078153,
128,129,0.04986340620195395,4.886486493900382e-07,10.743484779337143,2.0428631743152915e-10,3.5193894163947578e-09,2.7252354034500126e-16,2.6903590239976305e-08,1.0864903512662516e-08,12.542927212392772,14.507292306692305,0.001786147354861307,0.000491320420182666,0.1496227694614296,0.02163571149651448,4.0186110359623056e-05,0.0,0.0013187926443918973,
129,130,0.04861765014897102,4.904302355782534e-07,10.739537072762941,4.005159213665819e-10,2.550340693450704e-09,2.3800298604923695e-11,2.791479674820449e-12,1.0840729901375976e-08,12.534125521304341,14.499715049747012,0.0017882184735848025,0.0003103382611652166,0.14946087929080826,0.02168241017715051,3.958361121744838e-05,0.0,0.0013269831660094793,
130,131,0.048663353356769884,4.898004213406406e-07,10.740407635896364,3.627279724604685e-10,2.5567863236606576e-09,2.3274073013409182e-11,1.8599110856211438e-09,1.084451697469422e-08,12.533384419791334,14.501978717819123,0.001786560805693235,0.0003269495871372301,0.14949124273684386,0.021678130726988515,3.976945592643188e-05,0.0,0.001315146182012614,
131,132,0.04860532304194355,4.902350761546314e-07,10.739794336331055,3.891351959780939e-10,2.545406644654491e-09,2.3663862007739934e-11,5.133221158829699e-11,1.084184171824685e-08,12.53390682943902,14.500380584844649,0.0017877185090048589,0.0003105785603272788,0.14946986069198454,0.02168113907833926,3.9638521652802323e-05,0.0,0.0013234759577208258,
132,133,0.04858202094908792,4.898996341109503e-07,10.74019108819968,3.627262199630771e-10,2.516646781249399e-09,2.2464614656061756e-11,3.393401088423999e-11,1.084344190229872e-08,12.534069286772482,14.500301024722303,0.0017867654642322141,0.0003056031408887293,0.14948711707598916,0.021683053445846596,3.9649752284190684e-05,0.0,0.001318527598399199,
133,134,0.048509039285560045,4.88768309407955e-07,10.741785658127569,2.66221765344829e-10,2.5405419507718056e-09,1.791880773541451e-11,5.220125767491542e-12,1.0850024593446191e-08,12.534699397774574,14.5000565117229,0.001783254428992387,0.0002977920060311594,0.14955622746980043,0.02169086780262281,3.969519020399394e-05,0.0,0.0012988077483461528,
134,135,0.048363217165160705,4.870386320922899e-07,10.744135095157633,2.873592332842267e-10,1.6963595204497042e-09,0.0,4.983334813764062e-11,1.084499408194467e-08,12.531457085997303,14.50027073540601,0.0017796611254523417,0.0002657352567582812,0.14953541664453093,0.021695355793943587,3.878547756828618e-05,0.0,0.0012841476817290138,
135,136,0.048198384785056725,4.839308718727841e-07,10.747682048303282,1.1634108909749779e-10,2.7883239202866493e-09,0.0,5.390489910098302e-10,1.0840079449659456e-08,12.527642737499233,14.501429772590704,0.0017779952669924866,0.0004751392161695837,0.14972828276753594,0.02164044316938439,3.7958937555279335e-05,0.0,0.0012676189739775053,
136,137,0.0479984733036522,4.818406347002994e-07,10.750605347689891,1.2839814119788003e-10,2.041040659616856e-09,0.0,1.2177582843757486e-09,1.0836107563861237e-08,12.516589777043313,14.502192981902834,0.0017723391116555175,0.0008694541565473128,0.14968950609772863,0.021584507256098638,3.893839163333309e-05,0.0,0.0012213851637525833,
137,138,0.04774144474043526,4.792920753077927e-07,10.752896132786397,4.6686055123080514e-11,8.729116552038078e-10,0.0,1.4287883482900806e-09,1.0848163195158305e-08,12.519220293856906,14.50216510178737,0.0017668871382909657,0.0010996638337120318,0.14979602939005657,0.021536466191468248,3.8562312169690286e-05,0.0,0.0011949241991917605,
138,139,0.0474252927262811,4.7548920832349974e-07,10.75722870432977,5.2987340345047625e-11,7.540451512953711e-10,0.0,6.222588755889703e-10,1.0869505186074403e-08,12.532791808684397,14.501527209704308,0.001760189759035817,0.00044053500969779474,0.14978128382886755,0.0214781232393245,3.863699567599033e-05,0.0,0.0011713992863565765,
139,140,0.04714262883923466,4.7106724897618013e-07,10.761467824660745,2.4376859347587213e-11,1.9611347413049633e-09,1.0574003708521122e-11,6.314132442305255e-10,1.0848100195094332e-08,12.532412280596784,14.500601514288325,0.0017511909528024282,0.0002624211263204512,0.14985190452098845,0.021412954398228132,3.277020340771283e-05,0.0,0.0011748300059359297,
140,141,0.04719885844534845,4.680227526723857e-07,10.763242099984137,0.0,2.585014385123394e-09,1.6085729973225006e-10,5.590205033294573e-09,1.0730444845196529e-08,12.529516359440354,14.503255399938169,0.0017417474287232347,0.00034494494566726663,0.15013000253246897,0.02141094094082227,3.1093021128938946e-05,0.0,0.001122523581450102,
141,142,0.04700412742413221,4.6906412756251546e-07,10.762268405883184,4.5401974394568473e-13,1.4786875862536498e-09,5.558857581574292e-11,1.1417630496231608e-09,1.0790225964188212e-08,12.53093647457069,14.501123842117428,0.0017454819343176071,0.00024993224760632413,0.14997984955843802,0.021408018447026417,3.196841556790317e-05,0.0,0.0011498824835195747,
142,143,0.04679511820700746,4.6638405618628475e-07,10.764692328555597,0.0,8.675655914010902e-10,2.6326931212207238e-11,5.850256991285903e-10,1.079075136342024e-08,12.52108012433162,14.501189242988705,0.0017437541665668173,0.0002263015426631392,0.1500922775992823,0.021421335980635284,3.030569580519878e-05,0.0,0.001138038979747811,
143,144,0.046677464103229496,4.6223228482281564e-07,10.77267085596897,0.0,5.716396726883015e-10,0.0,3.6769007377942443e-09,1.0798166347294748e-08,12.524792075443525,14.503741830405179,0.0017355538743570986,0.0010232769834677068,0.15026112234377484,0.02136653595781305,3.187101608351223e-05,0.0,0.0011282684055517627,
144,145,0.04655853951539583,4.5971717748064114e-07,10.773890703808284,0.0,5.173767281232818e-10,0.0,3.7079015989717496e-09,1.0818066287732644e-08,12.531935541279971,14.503792173005568,0.0017295946741766454,0.0015556718534126064,0.15033322886331893,0.021373057999683122,3.04435739590107e-05,0.0,0.0011430196713490054,
145,146,0.04638841679302193,4.5844175163897113e-07,10.77610788742492,0.0,2.145612772378551e-10,0.0,1.9497059534273644e-09,1.0821291766226783e-08,12.542997821201046,14.502792135875227,0.00172608878663572,0.0010028705164389026,0.15038747951457226,0.021360763579021076,3.0128822373284803e-05,0.0,0.0011549994584748625,
146,147,0.046136096215006736,4.5397963171069455e-07,10.779872743634147,0.0,2.554413960733588e-10,0.0,1.6953248935608642e-09,1.0841545269271695e-08,12.547476585512111,14.502560876026735,0.00171796905599415,0.0007356726820019749,0.15050686151720225,0.021355296756411894,2.999176231536404e-05,0.0,0.001142284671961261,
147,148,0.045840717471188286,4.498729105455849e-07,10.788096224610966,0.0,2.8387867208725795e-10,0.0,1.020510472899904e-09,1.0831417481382026e-08,12.538818156831189,14.501788197971042,0.0017152165685133602,0.0009522772768654404,0.1505200133847749,0.02130645394624044,3.269097981826855e-05,0.0,0.0011069178681672347,
148,149,0.04571604836862066,4.455537832012586e-07,10.792798417729218,0.0,2.241267030457836e-09,0.0,2.769387740801449e-09,1.0827842121102786e-08,12.532250277601207,14.50208353536663,0.001706442865971298,0.0016359028657681152,0.15069321475453243,0.021271920572908224,2.803103034156646e-05,0.0,0.0010942034876157865,
149,150,0.04554087084678715,4.4527281542885226e-07,10.793402262460791,0.0,6.402301591187097e-10,0.0,1.8450155376948659e-09,1.0830438445810755e-08,12.526460488675502,14.50141855479253,0.0017086201972470792,0.001327357553656197,0.15070696729482258,0.021252311266575476,2.8156773784597363e-05,0.0,0.001077566863792031,
150,151,0.05460115159745214,4.4245143876974137e-07,10.802144182687549,0.0,1.873251094023913e-07,0.0,1.39381294486752e-10,1.0874358206401088e-08,12.514535056105812,14.499984004360025,0.0017121036141295172,0.001703129070320057,0.1507401535723304,0.021238566104199306,2.892279086137495e-05,0.0,0.0010338432009880931,
151,152,0.04545662178117328,4.4425059623989446e-07,10.79597676968952,0.0,9.7898751880817e-10,0.0,1.1463032580489373e-09,1.0843181667929966e-08,12.522955295638473,14.50096035774044,0.0017092036078111585,0.0010504179697962254,0.1507152332450456,0.021247196104944802,2.8372355192330435e-05,0.0,0.0010647486900709317,
152,153,0.04531441747555339,4.4197402755112736e-07,10.799132761066248,0.0,6.245319404697131e-10,0.0,1.2309476242121417e-09,1.084164348334964e-08,12.515822959325467,14.501074862511592,0.0017062320835785243,0.001083619490564995,0.1507246692950669,0.021242477877568756,2.870674814322783e-05,0.0,0.0010513145865944824,
153,154,0.11644801609522139,4.392033847576573e-07,10.80547141670969,0.0,1.4276280773466114e-06,0.0,5.697437952575979e-10,1.0856250120330936e-08,12.51730739108289,14.50135063574524,0.0017036341978009946,0.0045191863478632735,0.15081558240708554,0.021190471457377656,2.9556697441426507e-05,0.0,0.00104910486243692,
154,155,0.045313719336191494,4.419647689424723e-07,10.799149188496955,0.0,6.245908036964748e-10,0.0,1.2286564940729179e-09,1.0841679089514267e-08,12.515811376689754,14.501075057494079,0.0017062216268359674,0.0010826136709732067,0.1507248882468995,0.021242336042028905,2.870884274852175e-05,0.0,0.0010513101001896634,
155,156,0.07065813175825365,4.399652874571648e-07,10.803313408919028,0.0,5.106231205260919e-07,0.0,7.208908290659088e-10,1.085108339025707e-08,12.512799610944741,14.501212387866754,0.001704206568004072,0.0029435329761205355,0.15078319540391957,0.02120756953866839,2.9257908681460712e-05,0.0,0.0010499640226416145,
156,157,0.04531258287946371,4.4194969743604427e-07,10.79917597060698,0.0,6.246919210677486e-10,0.0,1.22492619880945e-09,1.0841737164608834e-08,12.515792488148385,14.501075381326292,0.0017062045728871752,0.001080974207813348,0.1507252453982984,0.021242104883127017,2.8712258843049346e-05,0.0,0.0010513027718795861,
157,158,0.05319493318431995,4.405648048219285e-07,10.801903043362389,0.0,1.6040466248651746e-07,0.0,8.768561922843692e-10,1.0847814279727061e-08,12.513836512245362,14.501146494003294,0.0017047551851997866,0.0019649494746999028,0.1507628252626788,0.02121908102892667,2.9067901689076623e-05,0.0,0.0010504662494795801,
158,159,0.045307162435305665,4.4187781232151395e-07,10.79930441673246,0.0,6.252656412218233e-10,0.0,1.2071218462666312e-09,1.0842016127425887e-08,12.515701812505451,14.501077036797044,0.0017061240176956503,0.001073117489129932,0.15072696152215495,0.021240997623990836,2.8728662998527345e-05,0.0,0.0010512673845082187,
159,160,0.04728402549236299,4.409816859921252e-07,10.801018071561856,0.0,4.153587473663882e-08,0.0,9.830086659278597e-10,1.0845806770981352e-08,12.514478336342737,14.501115203783737,0.0017051539295841905,0.0014181877750415429,0.15075036772693245,0.021226441484938633,2.8950795339956674e-05,0.0,0.0010507572457412295,
160,161,0.045295332592791726,4.4172092735200883e-07,10.79958892619519,0.0,6.270599380026939e-10,0.0,1.1681901250948552e-09,1.0842636603275662e-08,12.515500453569505,14.501081305843186,0.0017059471784122572,0.001055750787422401,0.15073078181392965,0.02123855310745674,2.87651202403629e-05,0.0,0.0010511875820122406,
161,162,0.045696245571480484,4.4122410878342374e-07,10.800531726370505,0.0,9.405736545894959e-09,0.0,1.0441012703097986e-09,1.0844717972144292e-08,12.51482816120663,14.501101348675963,0.0017054024209808374,0.0011735384783078473,0.1507436286100292,0.02123053182076249,2.888713261999242e-05,0.0,0.001050909195929219,
162,163,0.0452862368770107,4.416003035316849e-07,10.79981176219702,0.0,6.289700168856376e-10,0.0,1.1381812626786978e-09,1.0843125048308661e-08,12.51534225142317,14.501085227339093,0.0017058123852142762,0.0010421835121648775,0.15073379229394535,0.021236646250245093,2.8793791920638295e-05,0.0,0.001051123714581294,
163,164,0.045343185979891135,4.413497531525351e-07,10.800286827891135,0.0,2.151382423894389e-09,0.0,1.0756125589216843e-09,1.0844173599826286e-08,12.515003536797384,14.501095275148858,0.0017055362795085878,0.001077336077153995,0.15074026397227688,0.021232603714223454,2.885526155485665e-05,0.0,0.0010509835633602963,
164,165,0.0452800117156322,4.4151774921845026e-07,10.799966419537238,0.0,6.305571113969173e-10,0.0,1.117602314913958e-09,1.0843465323450897e-08,12.515232198620941,14.501088246582476,0.001705721828721469,0.0010327853633456433,0.15073589113759903,0.021235326814073037,2.8813751854421803e-05,0.0,0.0010510786846043459,
165,166,0.045282291404364725,4.4140642398229117e-07,10.800177867129175,0.0,8.46565533281624e-10,0.0,1.089794698411192e-09,1.0843932235529987e-08,12.515081397655237,14.501092768058891,0.0017055979966159498,0.0010423218123137908,0.15073877318913229,0.02123352817900098,2.884112148164002e-05,0.0,0.001051016188071639,
166,167,0.0452757553581367,4.414613047355001e-07,10.800073205197837,0.0,6.317783101998425e-10,0.0,1.1035116086756855e-09,1.0843700880716309e-08,12.515156089441902,14.50109047326918,0.0017056592844203505,0.0010263049604265905,0.15073734483127477,0.02123441769941636,2.8827562505833274e-05,0.0,0.0010510472569073824,
167,168,0.04527523994998148,4.4142503566126564e-07,10.800142279733421,0.0,6.770147429307786e-10,0.0,1.094448375527682e-09,1.0843853516172396e-08,12.515106805222239,14.501091975304913,0.0017056187854793039,0.001032059397119115,0.150738287118587,0.021233830467729177,2.883650857327738e-05,0.0,0.0010510267817246696,
168,169,0.04527496924630103,4.4145088000920385e-07,10.800093022060295,0.0,6.320162223485425e-10,0.0,1.1009073246195824e-09,1.0843744649186756e-08,12.515141954488145,14.501090899234475,0.001705647670723014,0.0010251031373453461,0.15073761500736843,0.021234249161153143,2.8830128038041148e-05,0.0,0.0010510413944997533,
169,170,0.045274043045927054,4.414366843083865e-07,10.80012005533692,0.0,6.352320204172996e-10,0.0,1.0973600286624874e-09,1.0843804383770562e-08,12.515122666708873,14.501091486747189,0.0017056318212419904,0.001025957827475683,0.1507379837740622,0.021234019335450206,2.8833629138013123e-05,0.0,0.001051033382035073,
170,171,0.04521484750142993,4.404920263655854e-07,10.799974553673334,0.0,6.85078247156571e-10,0.0,8.042218664006382e-10,1.0830344239545792e-08,12.513496857811589,14.501105077172706,0.0017044486852089088,0.0008783222653345045,0.15076075370579706,0.02123055923556837,2.905766203332484e-05,0.0,0.001053128109593734,
171,172,0.045122476745022684,4.3945681545754505e-07,10.8001259200141,0.0,6.081938536780032e-10,0.0,3.8746564266491695e-10,1.0809182199046029e-08,12.512508359973497,14.500820876325383,0.0017038462362922305,0.0006184850165589531,0.15070948123650243,0.021216199456486857,2.9079915470013897e-05,0.0,0.0010523952761890439,
