index,Nfeval,J,Jf,Lengths,J_CC,J_LENGTH_PENALTY,J_CURVATURE,J_MSC,J_ALS,curvatures,msc,B.n,gradJcoils,C-C-Sep
121,122,1.1552008558874071e-07,1.0529118917651168e-07,10.805628136530569,0.0,0.0,0.0,0.0,1.0228896412229035e-08,14.365229846659405,14.941176674900571,0.0009503423358494248,7.992042047276226e-06,0.16372201604579698
122,123,1.1548006592493472e-07,1.0524898447923954e-07,10.805906765879882,0.0,0.0,0.0,0.0,1.0231081445695178e-08,14.357265117259523,14.95665574975178,0.0009497075784788312,9.14935759902128e-06,0.1637110698108168
123,124,1.1542156220434306e-07,1.0518722947077645e-07,10.806300867948114,0.0,0.0,0.0,0.0,1.0234332733566603e-08,14.347338754455793,14.979378217257056,0.000948807869210902,7.694172028809156e-06,0.16369867338889335
124,125,1.1534336930426978e-07,1.0510507508648516e-07,10.806754552268735,0.0,0.0,0.0,0.0,1.0238294217784618e-08,14.33447665136111,15.004415844256716,0.0009475775682220948,3.8769009736729365e-06,0.16365717071606423
125,126,1.1528167403721968e-07,1.0503995967981405e-07,10.807128594450461,0.0,0.0,0.0,0.0,1.0241714357405631e-08,14.325848223164398,15.025515812253893,0.0009468755700589754,4.855438117982187e-06,0.1636222006884252
126,127,1.1523789670857248e-07,1.0499363964725403e-07,10.807406212649955,0.0,0.0,0.0,0.0,1.0244257061318445e-08,14.321548497667752,15.03997901278164,0.0009463517413583577,8.357261045306646e-06,0.1635969880211882
127,128,1.1519820597228199e-07,1.0495125665051929e-07,10.807727462856578,0.0,0.0,0.0,0.0,1.024694932176269e-08,14.318443895319819,15.056490839192524,0.0009459411478926057,8.27079776631997e-06,0.16358166174394514
128,129,1.1512132216961024e-07,1.0486935100444952e-07,10.808370341936484,0.0,0.0,0.0,0.0,1.0251971165160726e-08,14.309815594335724,15.093006218556539,0.0009452056977625755,4.698165073702775e-06,0.1635613148711836
129,130,1.1501601958071554e-07,1.0475617181937739e-07,10.809443198401874,0.0,0.0,0.0,0.0,1.0259847761338144e-08,14.294106970518785,15.160028351378015,0.0009440030455805022,6.251979365994971e-06,0.16353435703223806
130,131,1.1494663768893905e-07,1.0468214524091149e-07,10.810088156154091,0.0,0.0,0.0,0.0,1.0264492448027557e-08,14.283351476682322,15.203947894614934,0.0009431588635986579,1.0817827732686187e-05,0.1635201634626551
131,132,1.1479778316511372e-07,1.0452313567596082e-07,10.811446278489438,0.0,0.0,0.0,0.0,1.0274647489152912e-08,14.260195543744068,15.299457669016501,0.00094165224684034,1.7403556531089817e-05,0.16348339328673622
132,133,1.1462628443223782e-07,1.0433922306547935e-07,10.813002512074956,0.0,0.0,0.0,0.0,1.0287061366758478e-08,14.240507274743585,15.411583768991385,0.0009405805470553524,1.8464003853198977e-05,0.1634129953144325
133,134,1.116573043235781e-05,1.0405474970328378e-07,10.815261098268632,0.0,0.0,0.0,1.1051368329201743e-05,1.0307353452782255e-08,14.22263906050734,15.575811251532524,0.0009398906886635836,0.1391934933882178,0.1631951946270393
134,135,1.1462627740871244e-07,1.0433921564515845e-07,10.813002556312153,0.0,0.0,0.0,0.0,1.0287061763553993e-08,14.240506879955424,15.411586908925354,0.0009405805233106094,1.8463834354898708e-05,0.16341299097732542
135,136,1.1461868557815445e-07,1.0433119240255988e-07,10.813050650930979,0.0,0.0,0.0,0.0,1.0287493175594569e-08,14.24007874928477,15.415002419437988,0.0009405553356695895,1.828011566706633e-05,0.16340827737790653
136,137,2.2573209307783503e-06,1.0417174335200273e-07,10.814147303733689,0.0,0.0,0.0,2.142851848658161e-06,1.0297338768186599e-08,14.230890890922957,15.493846591528355,0.000940076995260605,0.06094132484247271,0.16330170469075583
137,138,1.1461867542934347e-07,1.0433118167364167e-07,10.813050715599942,0.0,0.0,0.0,0.0,1.0287493755701793e-08,14.24007817506673,15.415007014392732,0.000940555302142024,1.8279869389923492e-05,0.16340827104219027
138,139,1.1461334646432982e-07,1.0432554682960053e-07,10.81308481333916,0.0,0.0,0.0,0.0,1.0287799634729287e-08,14.239775952739492,15.417430672228704,0.0009405376635109383,1.815029917050653e-05,0.163404931287146
139,140,4.590303288950185e-07,1.0424370235086302e-07,10.813614053224615,0.0,0.0,0.0,3.4449407721449754e-07,1.029254932965792e-08,14.235222648102734,15.45527783801167,0.0009402744532563645,0.024370067046827343,0.16335331065168116
140,141,1.1461322635346936e-07,1.0432541979490543e-07,10.81308558514953,0.0,0.0,0.0,0.0,1.0287806558563936e-08,14.239769124409126,15.417485552969524,0.0009405372651637955,1.8147372876167552e-05,0.16340485571068522
141,142,2.002610437146897e-07,1.0427038093407102e-07,10.813433925896959,0.0,0.0,0.0,8.569973044339751e-08,1.0290932337221193e-08,14.236743565027425,15.44234824065645,0.0009403615583192828,0.012144479423131346,0.1633708343307699
142,143,1.1460477599987306e-07,1.0431647898047459e-07,10.813140255178585,0.0,0.0,0.0,0.0,1.0288297019398465e-08,14.239286860138476,15.421375276099418,0.000940509150913218,1.7940835559851073e-05,0.1633995045796875
143,144,1.3144548559508256e-07,1.0428571226233387e-07,10.813333939252722,0.0,0.0,0.0,1.6869738380705785e-08,1.0290034952042895e-08,14.237600577171657,15.435192665141127,0.0009404111625945269,0.005385800096269881,0.16338058170782396
144,145,1.1459835014944506e-07,1.04309675668039e-07,10.813182326416179,0.0,0.0,0.0,0.0,1.0288674481406056e-08,14.238917624576134,15.424371732717319,0.0009404876525136779,1.7782898089934628e-05,0.16339538959440963
145,146,1.1669773891009706e-07,1.0429376857440258e-07,10.813282353922542,0.0,0.0,0.0,2.1143983110706515e-09,1.0289572024623823e-08,14.238046315825075,15.431506947649344,0.0009404370152051218,0.0019065635486638069,0.16338561625387374
146,147,1.1459426377180909e-07,1.0430534716933383e-07,10.813209311342817,0.0,0.0,0.0,0.0,1.0288916602475265e-08,14.23868165645198,15.42629512213107,0.000940473925782688,1.7682058570696075e-05,0.16339275155772456
147,148,1.1461846539658899e-07,1.0429768410894483e-07,10.813257510863219,0.0,0.0,0.0,3.14321918614025e-11,1.0289349095782754e-08,14.238261853792938,15.42973339511395,0.0009404495290549787,0.00023340418659880272,0.16338804222574851
148,149,1.1459150255962594e-07,1.0430242141777496e-07,10.813227648973136,0.0,0.0,0.0,0.0,1.0289081141850976e-08,14.238521688534735,15.427602801335881,0.0009404646256411753,1.7613740972567472e-05,0.1633909594823262
149,150,1.1458854922935736e-07,1.0429929125217191e-07,10.813247356386055,0.0,0.0,0.0,0.0,1.0289257977185445e-08,14.23835011772274,15.429008737206994,0.0009404546559190782,1.7540508832923816e-05,0.16338903408773062
150,151,4.325353023691869e-05,1.0383134766102304e-07,10.817122800410164,0.0,0.0,0.0,4.3139372781853585e-05,1.032610740407982e-08,14.213474607748873,15.718732524038689,0.0009408921779395119,0.2778992786185595,0.16298093396926075
151,152,1.1458854167694668e-07,1.042992833518179e-07,10.813247393038324,0.0,0.0,0.0,0.0,1.0289258325128782e-08,14.23834981477656,15.429011358356513,0.000940454643132197,1.7540310422865098e-05,0.16338903010914207
152,153,1.1505492432150751e-07,1.0429499649419822e-07,10.813267329614408,0.0,0.0,0.0,4.704802404315653e-10,1.0289447586877727e-08,14.238185235893084,15.430437436514609,0.0009404477026031289,0.000899610336607384,0.16338686635329577
153,154,1.1458842204569194e-07,1.0429915820865302e-07,10.813247973661431,0.0,0.0,0.0,0.0,1.0289263837038924e-08,14.238345015871152,15.429052881326427,0.0009404544405834853,1.753716742713675e-05,0.1633889670830613
154,155,1.1470575038614027e-07,1.0429640941282509e-07,10.813260747936813,0.0,0.0,0.0,1.199558680105121e-10,1.0289385105304667e-08,14.238239523174688,15.429966570423147,0.0009404499906314162,0.00045466910512370585,0.16338758059821046
155,156,1.145879991192418e-07,1.0429871578965202e-07,10.813250026998535,0.0,0.0,0.0,0.0,1.0289283329589767e-08,14.238328047631473,15.429199729238192,0.0009404537244830136,1.7526053917259862e-05,0.16338874420006091
156,157,1.1461160022788505e-07,1.0429719294755599e-07,10.813257102617275,0.0,0.0,0.0,2.5056780800972378e-11,1.0289350499528095e-08,14.238269609857992,15.429705808425956,0.0009404512592558448,0.00020857950344778468,0.16338797622185625
157,158,1.1458766570192697e-07,1.0429836699800936e-07,10.8132516465206,0.0,0.0,0.0,0.0,1.028929870391761e-08,14.23831466739114,15.429315557119548,0.0009404531598956106,1.7517290038869978e-05,0.16338856841150592
158,159,1.1459084329892723e-07,1.042975919606409e-07,10.81325524749247,0.0,0.0,0.0,3.918449792501055e-12,1.0289332888493834e-08,14.238284926406418,15.429573113659329,0.0009404519052440516,8.425293880568286e-05,0.1633881775660824
159,160,1.1458743516633776e-07,1.0429812582838007e-07,10.813252766702092,0.0,0.0,0.0,0.0,1.0289309337957695e-08,14.238305414206701,15.429395674843196,0.0009404527694988058,1.7511229139668603e-05,0.16338844682581954
160,161,1.1458746268354617e-07,1.0429777344176114e-07,10.813254404013005,0.0,0.0,0.0,3.6436058236922076e-13,1.0289324881202658e-08,14.238291891635633,15.429512782534559,0.0009404521990433234,3.083564825827582e-05,0.16338826911434043
161,162,1.1458724956434458e-07,1.0429793166280552e-07,10.81325366878211,0.0,0.0,0.0,0.0,1.0289317901539058e-08,14.238297963574954,15.429460195024358,0.0009404524551805207,1.750634881339379e-05,0.16338834891470766
162,163,1.1458718810350854e-07,1.0429782723393402e-07,10.813254154033558,0.0,0.0,0.0,3.836146704995348e-14,1.028932250810747e-08,14.238293956040303,15.429494902611811,0.0009404522861257872,1.945015845562888e-05,0.16338829624646048
163,164,1.210720064260277e-07,1.0453569699715722e-07,10.812728510972079,0.0,0.0,0.0,6.242371515370175e-09,1.0293937913500305e-08,14.228713493838903,15.43180466340764,0.0009470229118771525,0.00328073706300097,0.16302517412218956
164,165,1.1439850125733003e-07,1.0410333939595048e-07,10.813129181188057,0.0,0.0,0.0,4.796567381437623e-12,1.0290365293998122e-08,14.236272592694046,15.429296615334454,0.0009409098559035395,9.327638239240964e-05,0.1633047480124659
165,166,1.1552941788667826e-07,1.0522850521802641e-07,10.812756092678296,0.0,0.0,0.0,0.0,1.0300912668651848e-08,14.24047783643907,15.422496320164637,0.000953813463968266,7.53129148732759e-05,0.16294810648706776
166,167,1.1431289915803739e-07,1.0401997843103713e-07,10.813033689693942,0.0,0.0,0.0,0.0,1.0292920727000248e-08,14.23752394610812,15.426968071067115,0.0009428493437524779,2.4880214514890615e-05,0.1632173058449936
167,168,1.142740636699293e-07,1.0397857567901123e-07,10.813210598368979,0.0,0.0,0.0,0.0,1.0295487990918065e-08,14.243381253997734,15.426611154426189,0.0009437636751651546,8.14468573226893e-06,0.16324274749654621
168,169,1.1425603638576691e-07,1.0396190287683757e-07,10.813129097569231,0.0,0.0,0.0,0.0,1.0294133508929352e-08,14.24092635343094,15.42684992976222,0.0009431482914836164,5.117437303423967e-06,0.16323494192377067
169,170,1.1423871225111464e-07,1.0394574259546709e-07,10.813032035831409,0.0,0.0,0.0,0.0,1.0292969655647553e-08,14.238634960909145,15.42707728821784,0.0009427999710791221,4.631169602733903e-06,0.16322322110353474
170,171,1.1422315856901854e-07,1.0393092921038418e-07,10.81292546973886,0.0,0.0,0.0,0.0,1.029222935863437e-08,14.237464150886678,15.42717550970897,0.0009429191071714788,3.5413081927322443e-06,0.1632150200144692
171,172,1.1421072813117518e-07,1.0391833829996246e-07,10.812873465171641,0.0,0.0,0.0,0.0,1.0292389831212721e-08,14.237768097767795,15.427038194091383,0.0009433748712629693,1.6513648674318825e-06,0.163214857830351
172,173,1.1419990079207774e-07,1.0390676594977128e-07,10.812848826656573,0.0,0.0,0.0,0.0,1.0293134842306453e-08,14.239205298120252,15.426694999612627,0.0009440110457552548,3.3188545630793633e-06,0.1632229846766607
173,174,1.141917005909123e-07,1.0389785422997344e-07,10.812852876080784,0.0,0.0,0.0,0.0,1.0293846360938869e-08,14.24043670525253,15.4264185676446,0.0009443947462780797,4.577633515990295e-06,0.1632319038178988
174,175,1.1417188664534636e-07,1.0387669418192443e-07,10.812859745224483,0.0,0.0,0.0,0.0,1.0295192463421938e-08,14.242530090774533,15.425952135798097,0.0009450278348500856,5.2979748139766365e-06,0.16325181306405503
175,176,1.1414000703606431e-07,1.0384390522166965e-07,10.812808786286535,0.0,0.0,0.0,0.0,1.0296101814394661e-08,14.243030266176076,15.425707453289615,0.0009455274646723269,3.9440926300860295e-06,0.1632670558242614
176,177,1.1422127673395242e-07,1.0381050454774431e-07,10.812677823771388,0.0,0.0,0.0,1.1485690833506684e-10,1.029591527787303e-08,14.240212299510716,15.42596570722899,0.0009456785988485489,0.0004432148564000238,0.16326630180536203
177,178,1.1412697151051467e-07,1.0383092320024978e-07,10.812771269283697,0.0,0.0,0.0,0.0,1.029604831026489e-08,14.242223257195517,15.425769919401969,0.0009455515154100958,3.1356956428009166e-06,0.1632668392076098
178,179,1.1450478434281161e-07,1.037976192297838e-07,10.81256221237486,0.0,0.0,0.0,4.1238866427325773e-10,1.0294776448754558e-08,14.236215172494923,15.426517471333455,0.0009453545906992376,0.000840393841489252,0.1632485466895063
179,180,1.1412199722446342e-07,1.0382598543121552e-07,10.812753535110328,0.0,0.0,0.0,7.107316516975358e-14,1.029594072008274e-08,14.241709590936102,15.425825284070601,0.0009455322347718124,1.0541458988253954e-05,0.1632652911468489
180,181,1.1409837074773304e-07,1.0380575340897333e-07,10.81245731849106,0.0,0.0,0.0,1.722502537829128e-13,1.0292445088505925e-08,14.233756331909856,15.426248682936155,0.0009443846555047924,1.844457777878426e-05,0.1632550276124029
181,182,1.1409172785803523e-07,1.0379825872978112e-07,10.8125367520567,0.0,0.0,0.0,0.0,1.0293469128254105e-08,14.234752881563267,15.426124037391736,0.0009447560488806134,3.5848008271113934e-06,0.163243412901993
182,183,1.1409238319769834e-07,1.0379497517905702e-07,10.812520693844952,0.0,0.0,0.0,3.6617449710364164e-12,1.0293746273670273e-08,14.234011637569989,15.426136146849679,0.0009450344776379205,7.831302918356048e-05,0.1632285680545246
183,184,1.1409011699686075e-07,1.0379622334591956e-07,10.812529108256461,0.0,0.0,0.0,2.928808146179129e-13,1.0293600770126574e-08,14.23439973699661,15.426127214865499,0.0009448879136537694,2.168970357242824e-05,0.16323635964911204
184,185,1.1408789772117139e-07,1.037941803162672e-07,10.8124994481727,0.0,0.0,0.0,0.0,1.029371740490419e-08,14.233729109900036,15.425991336133235,0.0009450920476947991,1.4987262093663996e-06,0.16322826718490233
185,186,1.1408703637240502e-07,1.0379358897839563e-07,10.812455607771199,0.0,0.0,0.0,1.835515795903408e-15,1.029344555849359e-08,14.232671607297924,15.425988674525325,0.0009451160466498063,1.282209502381906e-06,0.16322272472482638
