Problem type:
least_squares
nparams:
8
function_evaluation,seconds,x(0),x(1),x(2),x(3),x(4),x(5),x(6),x(7)
   110,  7.9310e+01,  1.2185379097781937e-01, -5.4894389648480424e-02,  1.4702442507014141e-01, -5.5153109216251354e-03,  1.1524263140285110e-01,  6.9731765525943137e-02,  1.6300736050923106e-01, -6.4398478662217344e-03
   111,  7.9310e+01,  1.2185379097781937e-01, -5.4894938597866400e-02,  1.4702589531439211e-01, -5.5153109216251354e-03,  1.1524263140285110e-01,  6.9731765525943137e-02,  1.6300736050923106e-01, -6.4398478662217344e-03
   112,  7.9310e+01,  1.2185379097781937e-01, -5.4894938597866400e-02,  1.4702442507014141e-01, -5.5152109216251351e-03,  1.1524263140285110e-01,  6.9731765525943137e-02,  1.6300736050923106e-01, -6.4398478662217344e-03
   113,  7.9310e+01,  1.2185379097781937e-01, -5.4894938597866400e-02,  1.4702442507014141e-01, -5.5153109216251354e-03,  1.1524378382916513e-01,  6.9731765525943137e-02,  1.6300736050923106e-01, -6.4398478662217344e-03
   114,  7.9310e+01,  1.2185379097781937e-01, -5.4894938597866400e-02,  1.4702442507014141e-01, -5.5153109216251354e-03,  1.1524263140285110e-01,  6.9732462843598395e-02,  1.6300736050923106e-01, -6.4398478662217344e-03
   115,  7.9310e+01,  1.2185379097781937e-01, -5.4894938597866400e-02,  1.4702442507014141e-01, -5.5153109216251354e-03,  1.1524263140285110e-01,  6.9731765525943137e-02,  1.6300899058283616e-01, -6.4398478662217344e-03
   116,  7.9310e+01,  1.2185379097781937e-01, -5.4894938597866400e-02,  1.4702442507014141e-01, -5.5153109216251354e-03,  1.1524263140285110e-01,  6.9731765525943137e-02,  1.6300736050923106e-01, -6.4397478662217341e-03
   117,  8.4674e+01,  1.2183782647784702e-01, -5.4907304651672886e-02,  1.4702942790066525e-01, -5.5119782150955740e-03,  1.1523029837410048e-01,  6.9737416141990957e-02,  1.6301027766068596e-01, -6.4357057898074537e-03
   118,  8.4674e+01,  1.2183904485611180e-01, -5.4907304651672886e-02,  1.4702942790066525e-01, -5.5119782150955740e-03,  1.1523029837410048e-01,  6.9737416141990957e-02,  1.6301027766068596e-01, -6.4357057898074537e-03
   119,  8.4674e+01,  1.2183782647784702e-01, -5.4906755578626371e-02,  1.4702942790066525e-01, -5.5119782150955740e-03,  1.1523029837410048e-01,  6.9737416141990957e-02,  1.6301027766068596e-01, -6.4357057898074537e-03
   120,  8.4674e+01,  1.2183782647784702e-01, -5.4907304651672886e-02,  1.4703089819494425e-01, -5.5119782150955740e-03,  1.1523029837410048e-01,  6.9737416141990957e-02,  1.6301027766068596e-01, -6.4357057898074537e-03
   121,  8.4675e+01,  1.2183782647784702e-01, -5.4907304651672886e-02,  1.4702942790066525e-01, -5.5118782150955737e-03,  1.1523029837410048e-01,  6.9737416141990957e-02,  1.6301027766068596e-01, -6.4357057898074537e-03
   122,  8.4675e+01,  1.2183782647784702e-01, -5.4907304651672886e-02,  1.4702942790066525e-01, -5.5119782150955740e-03,  1.1523145067708422e-01,  6.9737416141990957e-02,  1.6301027766068596e-01, -6.4357057898074537e-03
   123,  8.4675e+01,  1.2183782647784702e-01, -5.4907304651672886e-02,  1.4702942790066525e-01, -5.5119782150955740e-03,  1.1523029837410048e-01,  6.9738113516152375e-02,  1.6301027766068596e-01, -6.4357057898074537e-03
   124,  8.4675e+01,  1.2183782647784702e-01, -5.4907304651672886e-02,  1.4702942790066525e-01, -5.5119782150955740e-03,  1.1523029837410048e-01,  6.9737416141990957e-02,  1.6301190776346255e-01, -6.4357057898074537e-03
   125,  8.4675e+01,  1.2183782647784702e-01, -5.4907304651672886e-02,  1.4702942790066525e-01, -5.5119782150955740e-03,  1.1523029837410048e-01,  6.9737416141990957e-02,  1.6301027766068596e-01, -6.4356057898074534e-03
