Problem type:
least_squares
nparams:
8
function_evaluation,seconds,x(0),x(1),x(2),x(3),x(4),x(5),x(6),x(7)
   115,  5.1341e+01,  1.0784996912780510e-01,  2.3742900050830067e-02,  1.6326125166550695e-01, -1.0936125248114495e-01, -1.3429131026783864e-01,  2.0003007163191398e-02,  2.3473448052838305e-01,  1.0130533990663546e-01
   116,  5.1341e+01,  1.0784996912780510e-01,  2.3742900050830067e-02,  1.6326125166550695e-01, -1.0936125248114495e-01, -1.3429131026783864e-01,  2.0003007163191398e-02,  2.3472448052838304e-01,  1.0131533990663545e-01
   117,  5.4684e+01,  1.0785791366448222e-01,  2.3749137266291090e-02,  1.6323830109679510e-01, -1.0936122850904131e-01, -1.3427268774448081e-01,  2.0014764590409309e-02,  2.3476775181862997e-01,  1.0132432683638783e-01
   118,  5.4684e+01,  1.0786791366448222e-01,  2.3749137266291090e-02,  1.6323830109679510e-01, -1.0936122850904131e-01, -1.3427268774448081e-01,  2.0014764590409309e-02,  2.3476775181862997e-01,  1.0132432683638783e-01
   119,  5.4684e+01,  1.0785791366448222e-01,  2.3759137266291089e-02,  1.6323830109679510e-01, -1.0936122850904131e-01, -1.3427268774448081e-01,  2.0014764590409309e-02,  2.3476775181862997e-01,  1.0132432683638783e-01
   120,  5.4684e+01,  1.0785791366448222e-01,  2.3749137266291090e-02,  1.6324830109679511e-01, -1.0936122850904131e-01, -1.3427268774448081e-01,  2.0014764590409309e-02,  2.3476775181862997e-01,  1.0132432683638783e-01
   121,  5.4684e+01,  1.0785791366448222e-01,  2.3749137266291090e-02,  1.6323830109679510e-01, -1.0935122850904132e-01, -1.3427268774448081e-01,  2.0014764590409309e-02,  2.3476775181862997e-01,  1.0132432683638783e-01
   122,  5.4684e+01,  1.0785791366448222e-01,  2.3749137266291090e-02,  1.6323830109679510e-01, -1.0936122850904131e-01, -1.3426268774448080e-01,  2.0014764590409309e-02,  2.3476775181862997e-01,  1.0132432683638783e-01
   123,  5.4684e+01,  1.0785791366448222e-01,  2.3749137266291090e-02,  1.6323830109679510e-01, -1.0936122850904131e-01, -1.3427268774448081e-01,  2.0024764590409309e-02,  2.3476775181862997e-01,  1.0132432683638783e-01
   124,  5.4684e+01,  1.0785791366448222e-01,  2.3749137266291090e-02,  1.6323830109679510e-01, -1.0936122850904131e-01, -1.3427268774448081e-01,  2.0014764590409309e-02,  2.3477775181862998e-01,  1.0132432683638783e-01
   125,  5.4685e+01,  1.0785791366448222e-01,  2.3749137266291090e-02,  1.6323830109679510e-01, -1.0936122850904131e-01, -1.3427268774448081e-01,  2.0014764590409309e-02,  2.3476775181862997e-01,  1.0133432683638782e-01
   126,  5.8029e+01,  1.0785638934728732e-01,  2.3742229141316049e-02,  1.6324422556344603e-01, -1.0935754768333583e-01, -1.3426910781658630e-01,  2.0009486443550186e-02,  2.3475948980373032e-01,  1.0132556743187487e-01
   127,  5.8029e+01,  1.0786638934728732e-01,  2.3742229141316049e-02,  1.6324422556344603e-01, -1.0935754768333583e-01, -1.3426910781658630e-01,  2.0009486443550186e-02,  2.3475948980373032e-01,  1.0132556743187487e-01
   128,  5.8029e+01,  1.0785638934728732e-01,  2.3752229141316049e-02,  1.6324422556344603e-01, -1.0935754768333583e-01, -1.3426910781658630e-01,  2.0009486443550186e-02,  2.3475948980373032e-01,  1.0132556743187487e-01
   129,  5.8029e+01,  1.0785638934728732e-01,  2.3742229141316049e-02,  1.6325422556344604e-01, -1.0935754768333583e-01, -1.3426910781658630e-01,  2.0009486443550186e-02,  2.3475948980373032e-01,  1.0132556743187487e-01
   130,  5.8029e+01,  1.0785638934728732e-01,  2.3742229141316049e-02,  1.6324422556344603e-01, -1.0934754768333584e-01, -1.3426910781658630e-01,  2.0009486443550186e-02,  2.3475948980373032e-01,  1.0132556743187487e-01
   131,  5.8029e+01,  1.0785638934728732e-01,  2.3742229141316049e-02,  1.6324422556344603e-01, -1.0935754768333583e-01, -1.3425910781658629e-01,  2.0009486443550186e-02,  2.3475948980373032e-01,  1.0132556743187487e-01
   132,  5.8029e+01,  1.0785638934728732e-01,  2.3742229141316049e-02,  1.6324422556344603e-01, -1.0935754768333583e-01, -1.3426910781658630e-01,  2.0019486443550186e-02,  2.3475948980373032e-01,  1.0132556743187487e-01
   133,  5.8029e+01,  1.0785638934728732e-01,  2.3742229141316049e-02,  1.6324422556344603e-01, -1.0935754768333583e-01, -1.3426910781658630e-01,  2.0009486443550186e-02,  2.3476948980373033e-01,  1.0132556743187487e-01
   134,  5.8029e+01,  1.0785638934728732e-01,  2.3742229141316049e-02,  1.6324422556344603e-01, -1.0935754768333583e-01, -1.3426910781658630e-01,  2.0009486443550186e-02,  2.3475948980373032e-01,  1.0133556743187487e-01
   135,  6.1377e+01,  1.0785626265246784e-01,  2.3744390593976570e-02,  1.6324341539313669e-01, -1.0935895205720705e-01, -1.3427031799651062e-01,  2.0010805213562986e-02,  2.3476004120338606e-01,  1.0132406786188244e-01
   136,  6.1377e+01,  1.0786626265246783e-01,  2.3744390593976570e-02,  1.6324341539313669e-01, -1.0935895205720705e-01, -1.3427031799651062e-01,  2.0010805213562986e-02,  2.3476004120338606e-01,  1.0132406786188244e-01
   137,  6.1377e+01,  1.0785626265246784e-01,  2.3754390593976570e-02,  1.6324341539313669e-01, -1.0935895205720705e-01, -1.3427031799651062e-01,  2.0010805213562986e-02,  2.3476004120338606e-01,  1.0132406786188244e-01
   138,  6.1377e+01,  1.0785626265246784e-01,  2.3744390593976570e-02,  1.6325341539313670e-01, -1.0935895205720705e-01, -1.3427031799651062e-01,  2.0010805213562986e-02,  2.3476004120338606e-01,  1.0132406786188244e-01
   139,  6.1377e+01,  1.0785626265246784e-01,  2.3744390593976570e-02,  1.6324341539313669e-01, -1.0934895205720706e-01, -1.3427031799651062e-01,  2.0010805213562986e-02,  2.3476004120338606e-01,  1.0132406786188244e-01
   140,  6.1377e+01,  1.0785626265246784e-01,  2.3744390593976570e-02,  1.6324341539313669e-01, -1.0935895205720705e-01, -1.3426031799651061e-01,  2.0010805213562986e-02,  2.3476004120338606e-01,  1.0132406786188244e-01
   141,  6.1377e+01,  1.0785626265246784e-01,  2.3744390593976570e-02,  1.6324341539313669e-01, -1.0935895205720705e-01, -1.3427031799651062e-01,  2.0020805213562986e-02,  2.3476004120338606e-01,  1.0132406786188244e-01
   142,  6.1377e+01,  1.0785626265246784e-01,  2.3744390593976570e-02,  1.6324341539313669e-01, -1.0935895205720705e-01, -1.3427031799651062e-01,  2.0010805213562986e-02,  2.3477004120338607e-01,  1.0132406786188244e-01
   143,  6.1377e+01,  1.0785626265246784e-01,  2.3744390593976570e-02,  1.6324341539313669e-01, -1.0935895205720705e-01, -1.3427031799651062e-01,  2.0010805213562986e-02,  2.3476004120338606e-01,  1.0133406786188244e-01
   144,  6.4730e+01,  1.0785617016270742e-01,  2.3744409503119398e-02,  1.6324342416338772e-01, -1.0935895984823599e-01, -1.3427066487782574e-01,  2.0010788599220106e-02,  2.3476002380365552e-01,  1.0132404776722916e-01
   145,  6.4730e+01,  1.0786617016270741e-01,  2.3744409503119398e-02,  1.6324342416338772e-01, -1.0935895984823599e-01, -1.3427066487782574e-01,  2.0010788599220106e-02,  2.3476002380365552e-01,  1.0132404776722916e-01
   146,  6.4730e+01,  1.0785617016270742e-01,  2.3754409503119397e-02,  1.6324342416338772e-01, -1.0935895984823599e-01, -1.3427066487782574e-01,  2.0010788599220106e-02,  2.3476002380365552e-01,  1.0132404776722916e-01
   147,  6.4730e+01,  1.0785617016270742e-01,  2.3744409503119398e-02,  1.6325342416338773e-01, -1.0935895984823599e-01, -1.3427066487782574e-01,  2.0010788599220106e-02,  2.3476002380365552e-01,  1.0132404776722916e-01
   148,  6.4730e+01,  1.0785617016270742e-01,  2.3744409503119398e-02,  1.6324342416338772e-01, -1.0934895984823599e-01, -1.3427066487782574e-01,  2.0010788599220106e-02,  2.3476002380365552e-01,  1.0132404776722916e-01
   149,  6.4730e+01,  1.0785617016270742e-01,  2.3744409503119398e-02,  1.6324342416338772e-01, -1.0935895984823599e-01, -1.3426066487782573e-01,  2.0010788599220106e-02,  2.3476002380365552e-01,  1.0132404776722916e-01
   150,  6.4730e+01,  1.0785617016270742e-01,  2.3744409503119398e-02,  1.6324342416338772e-01, -1.0935895984823599e-01, -1.3427066487782574e-01,  2.0020788599220105e-02,  2.3476002380365552e-01,  1.0132404776722916e-01
   151,  6.4730e+01,  1.0785617016270742e-01,  2.3744409503119398e-02,  1.6324342416338772e-01, -1.0935895984823599e-01, -1.3427066487782574e-01,  2.0010788599220106e-02,  2.3477002380365553e-01,  1.0132404776722916e-01
   152,  6.4730e+01,  1.0785617016270742e-01,  2.3744409503119398e-02,  1.6324342416338772e-01, -1.0935895984823599e-01, -1.3427066487782574e-01,  2.0010788599220106e-02,  2.3476002380365552e-01,  1.0133404776722915e-01
