index,Nfeval,J,Jf,J_length,Lengths,J_CC,J_LENGTH_PENALTY,J_CURVATURE,J_MSC,J_ALS,curvatures,msc,B.n,gradJcoils,C-C-Sep
0,1,0.5838080966503083,0.494051497980145,1.5079644737231008e-07,15.079644737231007,2.489015929846564e-07,0.08975619897212289,0.0,0.0,4.221638438096821e-40,6.666666666666669,11.111111111111114,0.2773020418584996,0.8995461933149103,0.07841371226364838
1,2,0.09767579771113392,0.09695245023103985,1.200922635572339e-07,12.00922635572339,0.00013588198761722386,1.3464352079747816e-05,0.0,0.0005738810481335338,5.94232750863722e-09,24.403246933068466,36.62953833550947,0.10245608837398945,1.0057549409349988,0.04022836213973399
2,3,0.46548931527979576,0.08196840237974379,1.4114117196448838e-07,14.114117196448838,0.0012929962658600042,0.05450491693173536,0.012048379159459536,0.31567447940182514,5.301250438469302e-09,67.4482860296242,77.53539692723602,0.09210620471592315,21.91822919411087,0.006619597322961554
3,4,0.0648896155462176,0.06417396756753511,1.2086893025410798e-07,12.086893025410799,0.00016462726471424635,1.699157568655251e-08,0.0,0.0005508828534622857,5.8180201234856455e-09,27.058937247588787,38.84642034514253,0.08243082403057883,0.8565789401605376,0.03963055011375497
4,5,0.042658822334173,0.039350175800097885,1.2312252814721135e-07,12.312252814721136,0.00019604500211767848,3.864886371307148e-05,5.3106595562133914e-05,0.0030207229501540917,4.8181332544805735e-09,27.41124446901821,40.0700712632446,0.06729217988179625,2.163587722263311,0.03740783013693131
