
Aspect ratio at max_mode 3: 8.000049435549561
Mean iota at 3: -1.2149684869207846
Quasisymmetry objective at max_mode 3: 0.00020184482462217156
Magnetic well at max_mode 3: 0.017487525846076272
Mercier objective at max_mode 3: 16.74320274723904
Total beta at at max_mode 3: 0.022956726693125592
Squared flux at max_mode 3: 0.5713868489248938
fun_coils#25 - J=1.0e-02, Jf=7.5e-03, ⟨B·n⟩=4.4e-02, B·n max=1.6e-01, ║∇J coils║=1.0e+00, C-C-Sep=0.04 J_CC=4.5e-04, J_CURVATURE=1.1e-03, J_MSC=1.1e-03, J_ALS=7.2e-07, J_LENGTH_PENALTY=2.4e-06 Coil lengths=sum([3.1, 3.0, 3.1, 3.1])=12.3, curvature=[12.6, 7.0, 8.6, 7.1], mean squared curvature=[13.5, 9.4, 9.8, 11.8], coils dofs=2.138702283881688, 2.1580695199131825, 2.1768328137157775, 1.265948540418292, 0.002772837858524081, 0.32112410857414997
fun_coils#26 - J=8.6e-03, Jf=7.3e-03, ⟨B·n⟩=4.2e-02, B·n max=1.6e-01, ║∇J coils║=4.1e-01, C-C-Sep=0.04 J_CC=4.5e-04, J_CURVATURE=6.3e-04, J_MSC=2.0e-04, J_ALS=7.4e-07, J_LENGTH_PENALTY=9.3e-06 Coil lengths=sum([3.0, 3.1, 3.1, 3.1])=12.3, curvature=[10.5, 7.5, 8.2, 6.4], mean squared curvature=[12.6, 11.0, 10.0, 11.5], coils dofs=2.139006483908775, 2.1582036591943745, 2.176830691392815, 1.2682915481288095, 0.003736294375133715, 0.3159589740387613
fun_coils#27 - J=7.9e-03, Jf=7.2e-03, ⟨B·n⟩=4.1e-02, B·n max=1.5e-01, ║∇J coils║=1.4e-01, C-C-Sep=0.04 J_CC=4.4e-04, J_CURVATURE=1.9e-04, J_MSC=0.0e+00, J_ALS=7.6e-07, J_LENGTH_PENALTY=5.0e-05 Coil lengths=sum([3.0, 3.1, 3.1, 3.1])=12.4, curvature=[8.5, 6.6, 7.5, 6.3], mean squared curvature=[12.0, 10.8, 10.0, 11.5], coils dofs=2.1390066430156676, 2.1581633814448864, 2.176782742062138, 1.2711047256438441, 0.004213496151008794, 0.31184874193939277
fun_coils#28 - J=7.6e-03, Jf=6.1e-03, ⟨B·n⟩=3.7e-02, B·n max=1.3e-01, ║∇J coils║=6.8e-01, C-C-Sep=0.02 J_CC=3.7e-04, J_CURVATURE=1.8e-04, J_MSC=7.1e-04, J_ALS=8.0e-07, J_LENGTH_PENALTY=2.6e-04 Coil lengths=sum([3.0, 3.1, 3.1, 3.2])=12.4, curvature=[7.9, 7.4, 6.9, 6.1], mean squared curvature=[13.2, 10.6, 9.9, 11.6], coils dofs=2.1394520167659588, 2.1581800465779466, 2.1766947355102686, 1.2808517616785948, 0.0022902319646602625, 0.3059718932978187
fun_coils#29 - J=7.4e-03, Jf=6.6e-03, ⟨B·n⟩=3.9e-02, B·n max=1.4e-01, ║∇J coils║=2.5e-01, C-C-Sep=0.03 J_CC=4.0e-04, J_CURVATURE=1.6e-04, J_MSC=1.2e-04, J_ALS=7.8e-07, J_LENGTH_PENALTY=1.3e-04 Coil lengths=sum([3.0, 3.1, 3.1, 3.1])=12.4, curvature=[8.2, 7.0, 7.2, 6.0], mean squared curvature=[12.5, 10.7, 9.9, 11.5], coils dofs=2.1392325981758784, 2.15817183630512, 2.1767380929679465, 1.2760497703111007, 0.003237750573120237, 0.30886719155508324
fun_coils#30 - J=6.3e-03, Jf=5.4e-03, ⟨B·n⟩=3.5e-02, B·n max=1.2e-01, ║∇J coils║=2.5e-01, C-C-Sep=0.03 J_CC=3.3e-04, J_CURVATURE=1.3e-04, J_MSC=1.5e-04, J_ALS=8.0e-07, J_LENGTH_PENALTY=2.3e-04 Coil lengths=sum([3.1, 3.1, 3.1, 3.2])=12.4, curvature=[7.6, 7.8, 6.4, 6.0], mean squared curvature=[12.6, 10.5, 9.6, 11.4], coils dofs=2.139690376768437, 2.1582409575943697, 2.176711788268844, 1.2829328764091017, 0.0008216995677479966, 0.30743031162416096
fun_coils#31 - J=5.6e-03, Jf=4.0e-03, ⟨B·n⟩=3.0e-02, B·n max=9.4e-02, ║∇J coils║=5.3e-01, C-C-Sep=0.02 J_CC=4.2e-04, J_CURVATURE=5.2e-04, J_MSC=2.8e-04, J_ALS=8.2e-07, J_LENGTH_PENALTY=3.9e-04 Coil lengths=sum([3.1, 3.0, 3.1, 3.2])=12.4, curvature=[6.7, 11.1, 6.4, 6.4], mean squared curvature=[12.7, 11.6, 9.8, 11.3], coils dofs=2.1409150009343194, 2.1585737222983097, 2.1767427870662166, 1.2934079789631652, -0.00434185743534809, 0.3089383924340329
fun_coils#32 - J=4.6e-03, Jf=3.9e-03, ⟨B·n⟩=3.0e-02, B·n max=9.6e-02, ║∇J coils║=1.1e-01, C-C-Sep=0.02 J_CC=4.0e-04, J_CURVATURE=1.8e-05, J_MSC=1.4e-05, J_ALS=8.1e-07, J_LENGTH_PENALTY=3.4e-04 Coil lengths=sum([3.1, 3.0, 3.1, 3.2])=12.4, curvature=[6.5, 7.1, 6.2, 6.2], mean squared curvature=[12.2, 10.0, 9.8, 11.2], coils dofs=2.141194812011549, 2.1587130667683563, 2.1767863078280705, 1.293033110589385, -0.0046896880392045025, 0.31019928783317374
fun_coils#33 - J=4.4e-03, Jf=3.7e-03, ⟨B·n⟩=2.9e-02, B·n max=9.7e-02, ║∇J coils║=9.4e-02, C-C-Sep=0.03 J_CC=4.1e-04, J_CURVATURE=5.9e-06, J_MSC=0.0e+00, J_ALS=8.1e-07, J_LENGTH_PENALTY=3.2e-04 Coil lengths=sum([3.1, 3.0, 3.1, 3.2])=12.4, curvature=[6.3, 6.5, 6.3, 6.2], mean squared curvature=[12.0, 10.0, 10.0, 11.1], coils dofs=2.1414594353867313, 2.158801607959483, 2.1768036938336865, 1.2944797467452838, -0.005624241750169548, 0.3109764486769952
fun_coils#34 - J=3.8e-03, Jf=3.2e-03, ⟨B·n⟩=2.7e-02, B·n max=9.1e-02, ║∇J coils║=9.6e-02, C-C-Sep=0.04 J_CC=3.5e-04, J_CURVATURE=4.2e-05, J_MSC=0.0e+00, J_ALS=8.1e-07, J_LENGTH_PENALTY=2.1e-04 Coil lengths=sum([3.1, 3.0, 3.1, 3.2])=12.4, curvature=[6.9, 6.6, 6.6, 6.4], mean squared curvature=[11.9, 10.3, 10.4, 10.9], coils dofs=2.1423553682931433, 2.15910662148094, 2.1768573920662644, 1.2994842359729932, -0.00842552922406053, 0.3118950612355194
