index,Nfeval,J,Jf,J_length,Lengths,J_CC,J_LENGTH_PENALTY,J_CURVATURE,J_MSC,J_ALS,curvatures,msc,B.n,gradJcoils,C-C-Sep
60,61,1.4786526346029444e-06,1.2762306053548104e-06,1.9999742208607243e-07,19.99974220860724,2.398781162609167e-09,0.0,2.582599945218395e-11,0.0,8.857885668666543e-09,15.9881133434208,24.523840195910797,0.0005120305257540448,4.683222197867032e-05,0.14928037277696968
61,62,1.4766326331296836e-06,1.2742963176520598e-06,1.9999745927560132e-07,19.99974592756013,2.337465610432055e-09,5.953325676470836e-13,7.952590225209499e-13,0.0,8.855858044124771e-09,15.987248727854926,24.511614565559153,0.0005116694367288703,3.0579096793024537e-05,0.14928876416382492
62,63,1.480096360459946e-06,1.270385930993742e-06,1.9999865153904186e-07,19.999865153904185,2.3750762964562963e-09,1.79677130023047e-10,7.1570245006830315e-09,0.0,8.847437635924757e-09,16.018560221071915,24.462722878575555,0.0005107113966650207,0.00023258456950207964,0.14928809061066986
63,64,1.4750394993028067e-06,1.2723851663247665e-06,1.9999778222010608e-07,19.999778222010608,2.350918374823773e-09,9.706198183243047e-12,2.959261849270788e-10,0.0,8.85287222125204e-09,15.994800438660484,24.493953959783056,0.0005112508298819829,4.845464378563627e-05,0.14928848974622233
64,65,1.4734092231963944e-06,1.2711831086571516e-06,1.9999824132019128e-07,19.99982413201913,2.1043020438572642e-09,6.3338230867121e-11,6.023294432721853e-11,0.0,8.849888420400505e-09,15.99156940333205,24.47395827253078,0.0005107967664808326,4.4058227370116527e-05,0.1493245746094282
65,66,1.4721068440093143e-06,1.2699980827301493e-06,1.9999855343619432e-07,19.99985534361943,1.9543771440704604e-09,2.494403347699714e-11,1.308866654232709e-10,0.0,8.845791503424844e-09,15.99502270075612,24.449880796697343,0.0005103480249654721,4.266420961129809e-05,0.14934748809005427
66,67,1.4703775949689525e-06,1.26749053701363e-06,1.9999900826861982e-07,19.999900826861982,2.0043215524084237e-09,2.2079418556159518e-11,8.616487157379831e-10,0.0,8.84343763301884e-09,16.002782528158892,24.431302224121513,0.0005095745535574024,6.0221515838288905e-05,0.14934065424845563
67,68,1.479352650152833e-06,1.2657838595929635e-06,1.999988489666769e-07,19.99988489666769,2.543127589545229e-09,8.496292608841227e-10,1.01771847427635e-08,0.0,8.845932128970666e-09,16.042523545694994,24.410304478491486,0.0005088939224276454,0.0002416837935838838,0.14925557450037302
68,69,1.467977561562086e-06,1.2648106921613818e-06,1.9999888648893468e-07,19.999888648893467,2.1806103513812168e-09,1.5357865204562832e-10,8.33793908342648e-10,0.0,8.84427296134107e-09,16.00434804286067,24.423915547539817,0.0005089705438282284,6.028209031507773e-05,0.14931169923426776
69,70,1.4664148754478345e-06,1.2640657014331687e-06,1.999985236651831e-07,19.99985236651831,2.0918808889967425e-09,5.829389020312534e-11,2.0047557028297185e-10,0.0,8.844055499367749e-09,16.003110603053177,24.419249336606892,0.0005088132053587915,3.207070551774528e-05,0.14932364844088492
70,71,1.4651351197457858e-06,1.2630055155130189e-06,1.9999843165972497e-07,19.999843165972496,1.9193406969381508e-09,5.893158767692521e-12,2.0593871733618077e-10,0.0,8.84315978821441e-09,16.00133557195603,24.410786050326287,0.000508475653392852,3.793708015911306e-05,0.14934649596737895
71,72,1.4647843188407395e-06,1.262582108084806e-06,1.9999805806225937e-07,19.999805806225936,1.9624003814780955e-09,9.065018217167522e-11,1.511021300241223e-10,0.0,8.843245739522967e-09,15.996392385028038,24.41135867457828,0.0005082870352269128,4.52762354329187e-05,0.14934166283854816
72,73,1.4639367852903095e-06,1.2618508880937442e-06,1.999976748611604e-07,19.99976748611604,2.0197072451548543e-09,3.997823157292917e-14,6.84751120185815e-11,0.0,8.842824278407461e-09,15.995748598398329,24.40795850397697,0.0005083005933013302,2.7045612169591263e-05,0.14933336408962983
73,74,1.4635946170044479e-06,1.260948917054719e-06,1.9999834368077456e-07,19.999834368077455,2.0804522031953955e-09,2.1093830819618203e-11,5.458102349394637e-10,0.0,8.842199093657883e-09,16.000771936184513,24.40088919061501,0.0005083829842423806,5.1039824611379055e-05,0.14932375371282455
74,75,1.4632915858262757e-06,1.2610978628312334e-06,1.9999870836459447e-07,19.999870836459447,2.0067592786899704e-09,7.90510128335394e-11,1.0920433892431243e-10,0.0,8.84323462115008e-09,15.993693124356025,24.406032432225555,0.0005087702028550811,4.3588380116430306e-05,0.14933262503002845
75,76,1.4625459401742982e-06,1.2605886147855414e-06,1.9999845000948013e-07,19.999845000948014,1.9142461263071283e-09,2.915531956238127e-11,1.5473933407111364e-11,0.0,8.842975706083816e-09,15.993451930162518,24.40500074258057,0.0005085886690546812,2.1214443247172155e-05,0.14934693312752637
76,77,1.4619584227543829e-06,1.2602100153712425e-06,1.999982289499758e-07,19.99982289499758,1.7241699481051284e-09,1.472239240065331e-11,1.1286092658935908e-11,0.0,8.842497456892957e-09,15.993095159125685,24.40371462957183,0.0005084635777469713,2.2967503552125953e-05,0.1493748429761434
77,78,1.461283856318005e-06,1.2595377826961412e-06,1.9999876705688294e-07,19.999876705688294,1.504433886348922e-09,4.9526058312586644e-11,1.9334662031935709e-10,0.0,8.841547128902008e-09,15.996310638900017,24.39951037629759,0.0005084107855791128,3.331354842973608e-05,0.14940915696417315
78,79,1.4604479161992266e-06,1.2588832081483182e-06,1.9999955750647498e-07,19.999955750647498,1.3800431053268958e-09,2.805616116231669e-11,1.5705127794412562e-10,0.0,8.840735488476315e-09,15.995426424978277,24.398746941440464,0.0005083620395634069,2.6140459172320687e-05,0.1494299798821382
